Company Name,Job Title,Location,Country,Job Description,Salary Estimate,Avg Salary,Size,Industry,Sector,Revenue,Rating,Recommend,CEO,Benefits,Opportunities,Comp Benefits,Culture,Management,WorkLife Balance,Pros,Cons,Num Listings,Reviews URL,Benefits URL
"Upskills Consultancy Services
4.1",Junior Machine Learning Engineers,Singapore,Singapore,"We are looking for candidates who are highly motivated to join our Machine Learning Team, which specialized in projects within the financial sector. You will receive regular coaching from our most experienced professionals of the Machine Learning Team. You will rotate across key areas to gain a comprehensive grounding in the intricacies on each of the following teams.
• Research and Development Lab’ (Paris)
• Machine Learning Consulting team
• ML Product Engineering team",$69K - $80K (Glassdoor Est.),,51 to 200 Employees,Research & Development,Management & Consulting,Unknown / Non-Applicable,4.1,73 %,N/A,2.3,4.0,4.0,4.0,4.0,4.0,,,511,,https://www.glassdoor.sg/Benefits/Upskills-Benefits-E989296.htm
"Indeed
4.5",Staff Data Scientist - Search Machine Learning Platform,Singapore,Singapore,"Your Job
The Search Machine Learning Platform team builds the end-to-end machine learning platform that supports Indeed’s most mission and performance critical products. The team’s mission is to provide the machine learning platform that leverages Indeed’s massive volume of data and incorporates the latest machine learning trends and technologies to power critical products like job search and recommendation teams. We strive to enable teams across Indeed to match every job seeker with the most relevant jobs. The team also ‘dogfoods’ the platform to serve and iteratively improve machine learning models used in all aspects of the job search experience.

As the Staff Data Scientist for this team, you will partner with your team and lead the machine-learning platform evolution that will serve Indeed for years to come. You will lean on the team’s and your technical expertise to serve Indeed’s unique machine learning challenges. You will partner with both engineers and data scientists on your team, and across Indeed products to this end.",$69K - $80K (Glassdoor Est.),"$173,000",10000+ Employees,Internet & Web Services,Information Technology,$2 to $5 billion (USD),4.5,91 %,96 %,4.4,4.1,4.3,4.5,4.2,4.5,,,511,https://www.glassdoor.sg/Reviews/Indeed-Reviews-E100561.htm,https://www.glassdoor.sg/Benefits/Indeed-Benefits-E100561.htm
"Hubble Pte Ltd
3.4",Data Scientist,Singapore,Singapore,"Who are we looking for:
We are looking for a talented Data Scientist who is passionate and looking to learn the tools of the trade from the best in the business.
What will you be doing:
Mine and analyze data from company databases (RDS, Redshift, S3, etc) to drive optimization and improvement of product development, marketing techniques and business strategies.
Develop ML models to increase and optimize customer experiences, revenue generation, and other business outcomes.
Possesses excellent technical abilities, leadership, decision making, strong communication skills, and adaptability to new technology.",$69K - $80K (Glassdoor Est.),,1 to 50 Employees,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.4,48 %,57 %,2.5,3.2,2.8,2.9,2.8,2.8,,,511,,https://www.glassdoor.sg/Benefits/Hubble-Singapore-Benefits-E2211505.htm
The Tecsa Group,Retail Analytics Data Scientist,Singapore,Singapore,"This is an exciting opportunity to work with an innovative, fast growing start-up, to build an industry leading customer analytics platform for some of the most established retail brands in the APAC region. The role will leverage the largest source of customer data to support commercial and operational decision-making in many areas including range planning, pricing, promotions and own brand development.
Key responsibilities:
Work as part of the Data Science team to develop the science/models behind the analytics platform using relevant AI and ML techniques to meet evolving client needs.
Establish analytical approaches for performance analysis and customer behaviour reporting to help the business uncover insights and identify opportunities for growth.
Develop statistical models to provide business solutions, e.g. optimised range assortment, pricing and promotions.",$69K - $80K (Glassdoor Est.),"$5,500",,,,,,,,,,,,,,,,511,,
"Nanyang Technological University
3.9",Research Fellow (Signal Processing and Machine Learning),Singapore,Singapore,"A Research Fellow position is available in the School of Electrical & Electronic Engineering.
Job Responsibilities
Develop signal processing and machine learning algorithms and methods
Perform software/hardware implementation and empirical studies
Prepare reports and presentations
Conduct project presentations and seminars
Help to supervise graduate students and contribute to proposal writing
Assist the PI in various research admin tasks
Job Requirements
Ph.D. in Electrical Engineering, Computer Science, Statistics or other related fields
Hiring Institution: NTU",$69K - $80K (Glassdoor Est.),,5001 to 10000 Employees,Colleges & Universities,Education,$100 to $500 million (USD),3.9,73 %,83 %,3.7,3.5,3.4,3.6,3.4,3.9,,,511,,https://www.glassdoor.sg/Benefits/Nanyang-Technological-University-Benefits-E158708.htm
Isosce Pte Ltd,Data Scientist,Singapore,Singapore,"We are recruiting for our client. The ideal candidate's favorite words are learning, data, scale, and agility. You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.
Responsibilities
The Data Scientist assists in design and implementing processes and logic to extract, transform, and load data from multiple data sources.
He/She works with business stakeholders to understand their requirements or problems.
He/She develops algorithms to support the use of case or metrics.
He/She analyses large, complex, multi-dimensional data from multiple sources using machine learning techniques, advanced statistical analysis and predictive modelling to obtain business insights and recommendations.",$69K - $80K (Glassdoor Est.),"$7,000",,,,,,,,,,,,,,,,511,,
"Startups
4.1",Data Science Intern,Singapore,Singapore,"SALARY
1500 - 2000 SGD
INDUSTRY
Analytics
JOB TYPE
Full-Time | Internship
SKILLS
Model Building | Model testing | machine learning | Python",$69K - $80K (Glassdoor Est.),$43.75,51 to 200 Employees,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,75 %,81 %,,3.7,3.3,3.6,3.7,3.7,,,511,,
"Grab
4.3",Data Scientist (Multiple Roles and Teams),Singapore,Singapore,"Job Description:
Life at Grab:
At Grab, every Grabber is guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles - the 4Hs: Heart, Hunger, Honour and Humility. These principles guide and help us make decisions as we work to create economic empowerment for the people of Southeast Asia.
Data at Grab
Do you believe in the power of technology to serve millions of lives across Southeast Asia? Are you excited to augment the region's leading superapp with state-of-the-art artificial intelligence across transportation, logistics, and financial services? Are you passionate about turning big data into a force for human good? If so, we are looking for you!",$69K - $80K (Glassdoor Est.),,5001 to 10000 Employees,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.3,90 %,90 %,3.9,4.1,4.2,4.3,4.0,3.9,,,511,,https://www.glassdoor.sg/Benefits/Grab-Benefits-E958580.htm
"SkillsFuture Singapore
3.3","Data Scientist, Digital Planning & Data Division (DPDD) (2 Year Contract)",Singapore,Singapore,"What the role is
You will be working as a Data Scientist in the Digital Planning & Data Division (DPDD).
What you will be working on
Responsibilities: SkillsFuture Singapore is looking for a data scientist to derive business insights from large and real-time datasets for fraud and risk management, strategic planning as well as operational efficiency. You will develop, deploy and maintain data analytic models. The Data Scientist will have opportunities to also collaborate with other public agencies to introduce and enhance data science capabilities (such as Jobs and Skills) for the organisation. As the domain expert in data analytics the Data Scientist is also expected to coordinate, strategize and guide the SSG officers performing data analytics work to achieve efficiency and accuracy. 1. Research and devise appropriate statistical and machine learning models for data analysis. 2. Collaborate with internal and external stakeholders to understand analytic needs and devise possible solutions. 3. Identify relevant structured and unstructured data sources to mine for meaningful insights that enhance efficiency, reliability and performance across the organisation. 4. Devise and utilise algorithms and models to mine big data stores, perform data and error analysis to improve models, and clean and validate data for uniformity and accuracy. 5. Keen sense in value of data relating to business objectives. 6. Apply data mining techniques, perform statistical analysis and build prototype analysis pipelines iteratively to provide insights at scale. 7. Create machine learning-based tools or processes e.g. recommendation engine(s), and constant tracking of performance through A/B testing, and predictive capabilities. 8. Communicate analytic solutions and insights to stakeholders and implement improvements as needed to operational systems. 9. Build data analytics capabilities across SSG.",$69K - $80K (Glassdoor Est.),"$57,600",501 to 1000 Employees,Government & Public Administration,Unknown / Non-Applicable,,3.3,60 %,N/A,3.9,3.2,3.3,3.4,3.2,3.4,,,511,https://www.glassdoor.sg/Reviews/SkillsFuture-Reviews-E2281377.htm,https://www.glassdoor.sg/Benefits/SkillsFuture-Benefits-E2281377.htm
"Nanyang Technological University
3.9",Research Associate (Machine Learning and Data Analytics),Singapore,Singapore,"The School of Computer Science and Engineering (SCSE) invites applications for the position of Research Associate.
Key Responsibilities:
The Research Associate is going to work on the data analytics, experiments and administrative works for the project assigned by the PI, including but not limited to the following topics:
Research on a collection of data samples and extract features.
Conduct data analytics on the data collection.
Facilitate experiments for testing the data collection.
Build demonstration on the performance of the development.
Collaborate with other team member(s) for more efficient outcome delivery.

Hiring Institution: NTU",$69K - $80K (Glassdoor Est.),,5001 to 10000 Employees,Colleges & Universities,Education,$100 to $500 million (USD),3.9,73 %,83 %,3.7,3.5,3.4,3.6,3.4,3.9,,,511,,https://www.glassdoor.sg/Benefits/Nanyang-Technological-University-Benefits-E158708.htm
"FAZZ
4.9",Data Scientist,Singapore,Singapore,"About Fazz
Fazz is an ecosystem of financial services that comprise Fazz (Business account for Southeast Asia), StraitsX (Payments infrastructure for digital assets), and Modal Rakyat (Mutual cooperation funding for MSMEs) founded in 2016, as a result of a merger between PayFazz and Xfers, two Y Combinator alumni based in Southeast Asia.

Fazz provides business accounts that offer seamless payment, savings and credit functionalities, giving businesses equal opportunity to build, run, and grow. We cater to the warung and MSME in Indonesia under the brand Fazz Agen, and fast-growing startups and SMEs in Singapore and Indonesia under the brand Fazz Business.

Fazz’s mission is to make the future of finances accessible for every single business in Southeast Asia, where many MSMEs and the population are still underserved.
Head to our website to get to know us better: https://fazz.com/",$69K - $80K (Glassdoor Est.),,501 to 1000 Employees,Finance,Unknown / Non-Applicable,,4.9,100 %,N/A,,4.6,4.1,4.8,4.8,4.5,,,511,,
"National University of Singapore
4.1",Research Associate in Geospatial Data Science for Urban Applications,Singapore,Singapore,"Date: 25-Sep-2022
Location: Kent Ridge Campus, SG
Company: National University of Singapore
Job Description

The researcher will work under the supervision of the Principal Investigator (PI) to conduct academic research and administrative work.
The candidate will be focus on research activities at the forefront of geographical information science and urban data science",$69K - $80K (Glassdoor Est.),"$52,957",10000+ Employees,$500 million to $1 billion (USD),,,4.1,78 %,86 %,3.7,3.6,3.6,3.8,3.6,4.0,,,511,https://www.glassdoor.sg/Reviews/National-University-of-Singapore-Reviews-E222778.htm,https://www.glassdoor.sg/Benefits/National-University-of-Singapore-Benefits-E222778.htm
"Razer USA Ltd.
3.9",Machine Learning Engineer,Singapore,Singapore,"Getting onboard Razer will place you on a global mission to revolutionize the way the world games. Razer is a place to do great work, offering you the opportunity to make an impact globally while working across a global team located across 5 continents. Razer is also a great place to work, providing you the unique, gamer-centric #LifeAtRazer experience that will put you in an accelerated growth, both personally and professionally.
Job Responsibilities :
Razer's analytics & insights team is growing and we are looking for a machine learning engineer with 1 to 3 years of experience in designing and developing machine learning systems to join us.
Build, test data and model pipelines for machine learning applications and analytics purpose.
Perform extract, transform, load operations from multiple data sources.
Design, build, test, validate, and deploy machine learning systems based on requirements to productionize models for product development, marketing campaigns and business strategies.
Develop processes and tools to monitor and analyze data quality and model performance.",$69K - $80K (Glassdoor Est.),,1001 to 5000 Employees,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.9,72 %,88 %,3.8,3.8,3.7,4.0,3.6,3.6,,,511,,https://www.glassdoor.sg/Benefits/Razer-Benefits-E431801.htm
"Evonik
3.8",Junior Data Scientist (12-months contract),Singapore,Singapore,"What we offer
You will work on exciting and challenging topics together with a team in an ultra-modern, innovative and creative environment. Intensive on-the-job training with expert colleagues guarantees you will quickly become familiar with your duties and perform them independently. Performance related pay and the opportunity for personal and professional development are of course part of the package. Since 2009 Evonik Industries AG has been certified as a family-friendly company by the German Hertie Foundation.
Click on the link to learn more about Evonik from our employees:
https://careers.evonik.com/en/about/meet-the-team/
RESPONSIBILITIES
Development and implementation of new solutions with current and tried-and-tested frameworks
Target-group oriented design and presentation of solutions
Configuration of productive environments, rollout of self-developed artefacts and monitoring of applications and artefacts

Evonik (SEA) Pte. Ltd.",$69K - $80K (Glassdoor Est.),,10000+ Employees,Chemical Manufacturing,Manufacturing,$10+ billion (USD),3.8,80 %,75 %,4.2,3.5,3.7,3.7,3.3,3.8,,,511,,https://www.glassdoor.sg/Benefits/Evonik-Benefits-E15347.htm
"iHub Solutions Pte Ltd
2.7",Artificial Intelligence and Machine Learning Engineer,Singapore,Singapore,"About Us
A leading Log-Tech (Logistics and Technology) provider, iHub Solutions has a regional presence in Singapore, Malaysia, Hong Kong, Thailand, and the Philippines. We meet the complex supply chain needs of today’s digital economy by integrating unique IT infrastructures, deep data analytics, and eCommerce connectivity into our business processes. With an online dashboard system driven by comprehensive process workflows (ISO 9002 standards), we offer clients the ability to track daily service performance at any time, any place. To learn more about us, visit our website at ihubsolutions.com
Requirements:
Experience in working with large datasets with statistical analysis
Capability to identify and troubleshoot potential Business issues",$69K - $80K (Glassdoor Est.),"$5,500",Unknown,,,,2.7,22 %,N/A,,3.0,2.7,2.6,2.8,3.1,,,511,,
"Singapore Tourism Board
4.1","Data Engineer / Associate Data Engineer, Data Science",Singapore,Singapore,"What the role is
What you will be working on
What we are looking for
Competencies have long been used as a framework to help focus employees' behaviour on things that matter most and help us drive success. We are looking for candidates with the following competencies:",$69K - $80K (Glassdoor Est.),"$67,606",201 to 500 Employees,National Services & Agencies,Government & Public Administration,$5 to $25 million (USD),4.1,88 %,100 %,3.6,3.6,3.7,4.2,3.6,3.7,,,511,https://www.glassdoor.sg/Reviews/Singapore-Tourism-Board-Reviews-E482172.htm,https://www.glassdoor.sg/Benefits/Singapore-Tourism-Board-Benefits-E482172.htm
"Housing and Development Board
3.9",Data Scientist,Singapore,Singapore,"What the role is
The mission of Housing & Development Board (HDB) is to provide affordable, quality housing and a great living environment where communities thrive. To achieve its mission, HDB aims to be data-driven to the core and adopt evidence-based decision making in developing better housing policies service, improving service delivery and optimising operations.
What you will be working on
As a data scientist, you will play a key part in helping HDB begin its journey to be data-driven to the core. In this role, you will assume the following responsibilities: • Provide guidance to business units on data science and how it may help them • Conceptualise and execute data science projects for business units • Apply analytical techniques such as data mining, statistical analysis, machine learning etc • Develop actionable insights and present them clearly and in an easy-to-understand manner • Develop machine learning models • Work with IT units to operationalise data science projects e.g. deploy ML models • Identity opportunities to improve data science projects • Document, share and continuously improve data science practices • Certain degree of stakeholder management is required",$69K - $80K (Glassdoor Est.),"$74,291",5001 to 10000 Employees,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable,3.9,68 %,88 %,3.8,3.5,4.0,3.9,3.5,4.0,,,511,https://www.glassdoor.sg/Reviews/Housing-and-Development-Board-Reviews-E416878.htm,https://www.glassdoor.sg/Benefits/Housing-and-Development-Board-Benefits-E416878.htm
"Home Team Science and Technology Agency (HTX)
3.3","Data Scientist, xData",Singapore,Singapore,"What the role is
What you will be working on
What we are looking for
Competencies have long been used as a framework to help focus employees' behaviour on things that matter most and help us drive success. We are looking for candidates with the following competencies:",$69K - $80K (Glassdoor Est.),"$69,714",Unknown,,,,3.3,49 %,33 %,3.4,3.2,3.6,3.2,3.2,3.1,,,511,https://www.glassdoor.sg/Reviews/Home-Team-Science-and-Technology-Agency-Reviews-E3950709.htm,https://www.glassdoor.sg/Benefits/Home-Team-Science-and-Technology-Agency-Benefits-E3950709.htm
DUN & BRADSTREET (SINGAPORE) PTE. LTD.,Junior Data Analyst/Scientist,Singapore,Singapore,"Responsibilities:
Perform data cleaning, pre-processing and feature engineering that will aid in the process of meaningful analysis.
Design predictive modelling and credit risk management solution.
Support machine learning operations
Monitor and design dashboards and interactive visualization for customer solution delivery.
Expand the database through the collection of the data from various sources.
Improve the quality of database through data integration and data analytics.",$69K - $80K (Glassdoor Est.),"$3,750",,,,,,,,,,,,,,,,511,,
"Security & Intelligence Division
3.9",Data Scientist,Singapore,Singapore,"What the role is
What you will be working on
What we are looking for
Competencies have long been used as a framework to help focus employees' behaviour on things that matter most and help us drive success. We are looking for candidates with the following competencies:",$69K - $80K (Glassdoor Est.),"$67,085",10000+ Employees,Accounting & Tax,Finance,$10+ billion (USD),3.9,80 %,89 %,3.1,4.1,3.4,3.9,3.6,3.0,,,511,https://www.glassdoor.sg/Reviews/EY-Reviews-E2784.htm,https://www.glassdoor.sg/Benefits/EY-Benefits-E2784.htm
"Keppel Corporation
3.2","[Keppel Internship Programme 2023] Intern, Data Scientist - Keppel Land Limited (Jan - June 2023)",Singapore,Singapore,"JOB DESCRIPTION
Keppel Land is the property arm of Keppel Corporation, one of Singapore's flagship multinational companies with a global footprint in more than 20 countries. As a multi-faceted property company, Keppel Land provides innovative real estate solutions with its sterling portfolio of award-winning residential developments, investment-grade commercial properties and integrated townships.
As part of the Digital & Technology team, the Data Scientist Intern will work within a data science team to generate understanding, strategy and guide key decision making based on data.
The intern will be responsible in the following:
Transform large, complex datasets into pragmatic, actionable insights
Prioritize impactful business problems, translate them into feasible data problems and solve them effectively by applying suitable statistical data analysis and modelling methods
Identify, source and organize data required for the solution and prepare it in a way that makes it fit for use",$69K - $80K (Glassdoor Est.),,10000+ Employees,Investment & Asset Management,Finance,$1 to $5 million (USD),3.2,45 %,66 %,3.6,2.8,2.9,2.8,2.5,2.5,,,511,,https://www.glassdoor.sg/Benefits/Keppel-Corporation-Benefits-E8078.htm
"99.co
4.0",Data Scientist,Queenstown Estate,Singapore,"99 Group is a leading real estate technology company that operates real estate portals across South East Asia, specializing in digital property advertising. Our Group's Data Science team works closely and collaboratively with Product, Marketing and Business units to derive insights and contribute to ML models and services for internal and external products. We are rapidly expanding and are seeking a versatile Data Scientist to join our mission of helping South East Asians find their ideal home.
What will you do?
The prospective candidate will :
Formulate ML problems based on business needs and data availability by working closely with business stakeholders and data team members.
Implement POCs after researching and evaluating state-of-the-art solutions solving the identified problems.",$69K - $80K (Glassdoor Est.),"$6,650",201 to 500 Employees,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,82 %,89 %,3.2,3.8,3.3,4.1,3.6,4.0,,,511,https://www.glassdoor.sg/Reviews/99-Reviews-E943499.htm,https://www.glassdoor.sg/Benefits/99-Benefits-E943499.htm
"Changi Airport Group
4.3","NLP and Knowledge Graph Engineer, Sensors & Machine Learning Lab",Singapore,Singapore,"NLP and Knowledge Graph Engineer, Sensors & Machine Learning Lab

The Sensors & Machine Learning Lab is a new setup to support CAG business units in their innovation efforts, and accelerate operations transformation. We are seeking self-driven members to join this new team; a suitable candidate would be passionate about technology and enthusiastic about using his/her knowledge & skills in machine learning to make a difference.

You will be responsible for the end-to-end development & deployment of AI/ML pipelines, focused on natural language processing and knowledge graphs. As a subject matter expert, you will also participate in initiatives to educate and upskill fellow colleagues.",$69K - $80K (Glassdoor Est.),,1001 to 5000 Employees,$2 to $5 billion (USD),,,4.3,83 %,99 %,4.2,3.8,4.0,4.0,3.8,3.8,,,511,,https://www.glassdoor.sg/Benefits/Changi-Airport-Group-Benefits-E1466539.htm
"Government Technology Agency
3.8",Data Scientist (CDO Office),Singapore,Singapore,"What the role is
What you will be working on
What we are looking for
Competencies have long been used as a framework to help focus employees' behaviour on things that matter most and help us drive success. We are looking for candidates with the following competencies:",$69K - $80K (Glassdoor Est.),"$77,769",1001 to 5000 Employees,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable,3.8,81 %,87 %,4.1,3.6,3.8,3.8,3.5,3.8,,,511,https://www.glassdoor.sg/Reviews/GovTech-Reviews-E1371268.htm,https://www.glassdoor.sg/Benefits/GovTech-Benefits-E1371268.htm
