Company Name,Job Title,Location,Country,Job Description,Salary Estimate,Avg Salary,Size,Industry,Sector,Revenue,Rating,Recommend,CEO,Benefits,Opportunities,Comp Benefits,Culture,Management,WorkLife Balance,Pros,Cons,Num Listings,Reviews URL,Benefits URL
"Jobberman (Third Party Recruitment)
3.9",Data Scientist,Lagos,nigeria,"Data Scientist
Jobberman (Third Party Recruitment)
Software & Data
Lagos Full Time
Banking, Finance & Insurance NGN Confidential
New Featured
2 weeks ago
Job Summary",,,51 to 200 Employees,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,86 %,N/A,,4.1,3.9,4.1,4.1,4.2,,,86,https://www.glassdoor.com/Reviews/Jobberman-Reviews-E841887.htm,
"Okra
4.7",Data Scientist (Machine Learning Engineer),Lagos,nigeria,"Who we are
Our mission is to digitize financial services. We are building the tools and services that will enable developers launch, optimize, & scale financial platforms and services. Our thesis is simply the fact that — financial innovation cannot exist without an Open Finance infrastructure. Essentially, the growth of the African Fintech industry is intrinsically tied to the success of an infrastructure like Okra.
Okra powers the tools that millions of people rely on to plan and manage their finances today. We are proudly working with hundreds of companies like Interswitch and D-local, and many of the largest financial institutions to make it easy for people to securely connect their accounts to the apps and services they choose. Okra's network covers over 100 banks and financial institutions across Nigeria, South Africa, Kenya, and Ghana.
We believe that by building Africa's Open Finance infrastructure, we enable developers to create better, fairer financial services for everyone. We are dedicated to removing the complexity around accessing financial information and payment infrastructure for everyone.",,,Unknown,,,,4.7,100 %,100 %,,5.0,3.8,4.8,4.8,4.1,,,86,https://www.glassdoor.com/Reviews/Okra-Reviews-E3432542.htm,
"GVA Partners
3.7",senior data scientist,Lagos,nigeria,"JOB DESCRIPTION
Our client requires the skills of a Senior data science specialist with hands-on experience in planning, developing and management of predictive and prescriptive analytics projects/solutions. Provides balanced analytical research by turning raw data into valuable insights that help to drive the Bank’s actions and strategies. Also the primary focus will be in applying Artificial Intelligence (AI) / Machine Learning (ML) / Data Mining (DM) techniques, doing Statistical Analysis (SA), and building high quality prediction models/systems integrated with our platforms to bring Business Value, discover the information hidden in vast amounts of data, make smarter decisions to deliver even better products, services, improve our customer relationship as well as optimize our business processes.
*
RESPONSIBILITIES:",,,Unknown,,,,3.7,100 %,N/A,,2.2,3.2,3.8,3.8,3.2,,,86,https://www.glassdoor.com/Reviews/GVA-PARTNERS-Reviews-E5223841.htm,
Licht Tech Limited,GIS Expert,Lagos,nigeria,"Vacancy vacancy
A consulting firm in Abuja is seeking to recruit an GIS Expert with ability to join a team on a data enumeration project across Nigeria.
REQUIREMENTS
1. The management of GIS-related functions
2. Ability to work within a multidisciplinary team of scientists and engineers
3. Organisational skills..
4. Minimum of 5-10 years experience.",,,,,,,,,,,,,,,,,,86,,
"WIZELINE
4.5",Data Engineer,Lagos,nigeria,"The Company
Wizeline is a global technology services provider that partners with Fortune 500 companies and startups to build high-quality digital products and platforms that accelerate time-to-market. Our diverse and adaptive teams provide the right combination of solutions and methodologies to deliver results while collaborating with our customers' teams to foster innovation through continuous learning.
Our People
At Wizeline, we understand that great people and teams build great software. All team members are empowered to take ownership, raise their hands, and develop innovative solutions to our customers' most challenging problems. To retain and develop top talent, we foster a working environment that celebrates creativity, encourages skill development, and allows for multidisciplinary collaboration.",,,1001 to 5000 Employees,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),4.5,92 %,96 %,4.4,4.5,4.5,4.6,4.2,4.5,,,86,https://www.glassdoor.com/Reviews/Wizeline-Reviews-E868055.htm,https://www.glassdoor.com/Benefits/Wizeline-Benefits-E868055.htm
Borderless HR,Full Stack Developer,Lagos,nigeria,"We are looking for a remote Full Stack Developer has high interest in working on Web3 and blockchain technology like Ethereum. Knowledge of IPFS is a major plus which would be responsible for the full software development life cycle, from conception to deployment.
As a Full Stack Developer, you should be comfortable around both front-end and back-end coding languages, development frameworks and third-party libraries. You should also be a team player with a knack for visual design and utility.
If you’re also familiar with Agile methodologies, we’d like to meet you.
Responsibilities
Work with development teams and product managers to ideate software solutions
Design client-side and server-side architecture",,,,,,,,,,,,,,,,,,86,,
Platform Lead Limited,Data Scientist,Ibadan,nigeria,"Data Scientist
Platform Lead Limited
Software & Data
Ibadan & Oyo State Full Time
Advertising, Media & Communications NGN 75,000 - 150,000
1 month ago
Job Summary",,,,,,,,,,,,,,,,,,86,,
"Chipper Cash
4.1",Senior Risk Data Analyst,Lagos,nigeria,"Chipper Cash is looking for a Senior Risk Data Analyst to join our Risk Analytics team as we continue our amazing growth trajectory.
Chipper Cash is Africa's modern mobile payments platform. We're helping friends, families and loved ones stay connected and securely send money across Africa with incredible ease and peace of mind. Our cross-border payments infrastructure also helps merchants and businesses in Africa accept payments on the internet with no friction. Over 3 million users have joined so far, growing very fast. We have raised a total of $152.2M from Jeff Bezos, Joe Montana, and some of the world's most reputable fintech Venture Capital firms to accelerate the growth of financial services within Africa.
We are a small team. You will be encouraged to engage in high-level technical decision making, and there will be a lot of room for growth for early hires as the company continues to expand.
The Chipper team is truly global on a daily basis, you might be interacting with team members in San Francisco, Los Angeles, New York City, London, Accra, Lagos, and Nairobi",,,201 to 500 Employees,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable,4.1,78 %,N/A,4.0,4.0,3.9,4.0,3.7,4.0,,,86,https://www.glassdoor.com/Reviews/Chipper-Cash-Reviews-E3589405.htm,https://www.glassdoor.com/Benefits/Chipper-Cash-Benefits-E3589405.htm
"Geosyntec Consultants, Inc.
4.1",Natural Resources Scientist,Lagos,nigeria,"If you are looking for a place to grow your career, where you can contribute to a dynamic employee-owned firm, tackle challenging project work, and collaborate with industry recognized professionals, Geosyntec is the place for you! We are seeking exceptional Natural Resources Scientists in Baton Rouge, LA, Austin, TX, Houston, TX, Charleston, SC, or Greenville, SC who will have the opportunity to apply academic and practical knowledge to innovative and challenging projects, including the financial and technical evaluation, design, permitting, and construction of energy projects, while also learning the business skills needed for a successful consulting career. Our client base includes a diverse mix of industrial, institutional, and governmental entities.
Our clients ask us to address their new ventures and most challenging problems involving the environment, natural resources, and civil infrastructure. Ranked by ENR in the top 20 design firms for the environment, Geosyntec is internationally known for its technical leadership, broad experience, and exceptional client service. Learn more by visiting www.geosyntec.com",,,1001 to 5000 Employees,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.1,83 %,94 %,4.5,4.4,4.0,4.1,3.8,3.1,,,86,https://www.glassdoor.com/Reviews/Geosyntec-Consultants-Reviews-E28995.htm,https://www.glassdoor.com/Benefits/Geosyntec-Consultants-Benefits-E28995.htm
Vantegral Consulting,Data Modelling Specialist,Lagos,nigeria,"Vacancy!!!
Role: Data Modelling Specialist
Level: Intermediate
Job location: Lagos
Vantegral Consulting, we are recruiting to fill in the position of a Data Modelling Specialist for our client,
a venture-capital backed financial technology company that builds software to enable free and instant
peer-to-peer cross-border payment in Africa and Europe.
Job Summary:",,,,,,,,,,,,,,,,,,86,,
LEAD Enterprise Support Company Limited,Medical Laboratory Scientist (with specialization in Chemical Pathology),Benin-City,nigeria,"MEDICAL LABORATORY SCIENTIST (WITH SPECIALIZATION IN CHEMICAL PATHOLOGY)
Job Profile:
We are looking for an enthusiastic individual who is willing to stay committed to the job and who will give his/her best at all times and in all things related to the organization. The hospital will be heavily dependent on your expertise in your area of specialization so as to ensure the smooth running of the hospital and effectively deliver maximum value to the organization.
Job Classification: Entry-Specialist Grade
Assignment Category: Regular, Full-time
Job Details:",,,,,,,,,,,,,,,,,,86,,
Licht Tech Limited,Expert Geologist,Abuja,nigeria,"Vacancy vacancy
A consulting firm in Abuja is seeking to recruit an Expert Geologist with ability to join a team on a data enumeration project across Nigeria.
REQUIREMENTS
1. Must have knowledge and Experience in Exploration: Pitting, mine design and planning, double cut strip mining, surface mapping, etc
2. Ability to work within a multidisciplinary team of scientists and engineers
3. Organisational skills..",,,,,,,,,,,,,,,,,,86,,
"Worley
3.6",Project HSE Advisor I,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Ras Laffan
Job
: Project HSE
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Branch International
4.7","Machine Learning Engineer, Nigeria - Remote",Nigeria,nigeria,"Branch Overview
Branch delivers world-class financial services to the mobile generation. With offices in San Francisco, Lagos, Mumbai, Nairobi and Tanzania, Branch is a for-profit socially conscious company that uses the power of data science to reduce the cost of delivering financial services in emerging markets. We believe that everyone, everywhere deserves fair financial access. The rapid spread of smartphones presents an opportunity for the world’s emerging middle class to access banking options and achieve financial flexibility.

Branch’s mission-driven team is led by founder and former CEO of Kiva.org. The company presents a rich opportunity for our team members to drive meaningful growth in rapidly evolving and changing markets. Most recently, Branch announced our Series C and has garnered more than $100M in funding with investments from leading Silicon Valley firms.",,,51 to 200 Employees,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.7,98 %,100 %,5.0,4.5,4.3,4.9,4.7,4.4,,,86,https://www.glassdoor.com/Reviews/Branch-International-Reviews-E1356747.htm,https://www.glassdoor.com/Benefits/Branch-International-Benefits-E1356747.htm
Crevtus,Full Stack Developer Recruitment at Crevtus,Abuja,nigeria,"Crevtus, an ICT company, is recruiting to fill the position below:
Job Position: Full Stack Developer
Job Location: Remote
Employment Type: Full-time
Overview
We're looking for a Full Stack Developer who will build a solution to help undergraduates and recent graduates get internship opportunities
.
What You'll Do
Work with development teams and product managers to ideate software solutions",,,,,,,,,,,,,,,,,,86,,
"King Solomon Hospital
2.6",Medical Laboratory Scientist Job at King Solomon Hospital,Lagos,nigeria,"King Solomon Hospital, a reputable general practice Hospital based on the mainland of Lagos, is currently recruiting suitably qualified candidates to fill the position below:
Job Position: Medical Laboratory Scientist
Job Location: Anthony, Lagos
Employment Type: Full-time
Job Description
Take samples and perform medical laboratory investigations requested by the clinical staff in the clinic and within the community.
Adhere to and practice use of universal precautions and proper waste management at the clinic
.",,,1 to 50 Employees,Hotels & Travel Accommodation,Less than $1 million (USD),,2.6,32 %,N/A,,2.3,2.7,2.0,3.0,2.3,,,86,,
"Youverify
3.7",Data Engineer Job at Youverify,Lagos,nigeria,"Youverify is a leading provider of digital identity management and supports innovative Private security companies, Government agencies, FinTech companies, and top tier banks manage KYC, AML in a safe and regulatory compliant manner. Youverify’s mission is to be the most reliable source of identity, address and background data verification. Since been peer-selected by cohort members of Village Capital PayPal Fintech 2018, Youverify has continued to shift the verification landscape with our product offerings
. As a company that provides modern and compliant identity and address verification services for government, global enterprises and start-ups, Youverify knows first-hand how difficult it may be for businesses to verify the identity of their customers, staffs and partners and we want to help to make this process as simple and easy as possible. This is a unique opportunity to work in a fast-growing and product driven environment using new technologies and frameworks as we continue building our identity verification solution.
We are recruiting to fill the position below:",,,1 to 50 Employees,,,,3.7,84 %,N/A,,3.3,2.5,3.8,3.3,2.8,,,86,https://www.glassdoor.com/Reviews/Youverify-Reviews-E5131336.htm,
"Obijackson Foundation
3.3",MEDICAL LABORATORY SCIENTIST,Uruobo Okija,nigeria,"Interested candidates should forward their curriculum vitae to this email address (careers@obijackson-foundation.com) with the position clearly spelt out on the Subject field. Please be informed that only shortlisted candidates will be contacted. Thank You.

JOB DESCRIPTION:
Examine human samples such as blood, tissue, urine or cerebrospinal and faecal material for enzymes, hormones, and other constituents.
Analyse cell cultures grown from tissue samples and identify blood groups.
Work with computers, sophisticated automated machinery, microscopes and other hi-tech laboratory equipment for diagnostic Investigations.",,,5001 to 10000 Employees,,,,3.1,33 %,N/A,,2.8,1.9,2.0,1.9,2.4,,,86,https://www.glassdoor.com/Reviews/Obijackson-Group-Reviews-E978220.htm,
"Mercy Corps
4.1","Team Leader - Abuja, Nigeria - Analytics Team",Abuja,nigeria,"Team Leader - Abuja, Nigeria- Analytics Team

About Mercy Corps
Mercy Corps is a leading global organization powered by the belief that a better world is possible. In disaster, in hardship, in more than 40 countries around the world, we partner to put bold solutions into action — helping people triumph over adversity and build stronger communities from within. Now, and for the future.
Program / Department Summary
Mercy Corps Nigeria implements a variety of programs with the vision of a Nigeria in which all people are empowered, engaged, resilient and secure. The organization’s programs are implemented in twelve states, mainly in northern Nigeria. Our work covers the following sectors: economic development, livelihoods/food security, adolescent girls & boys empowerment, financial resilience, conflict mitigation and humanitarian response. Common themes include community engagement, inclusive development, gender, and working in partnership with local government, the private sector and civil society actors.",,,5001 to 10000 Employees,Civic & Social Services,Nonprofit & NGO,$500 million to $1 billion (USD),4.1,93 %,95 %,4.3,4.1,3.6,4.2,3.6,3.6,,,86,https://www.glassdoor.com/Reviews/Mercy-Corps-Reviews-E32140.htm,https://www.glassdoor.com/Benefits/Mercy-Corps-Benefits-E32140.htm
Clearstone Engineering Ltd,Senior Software Developer,Abuja,nigeria,"Senior Software Developer
Clearstone Engineering Nigeria Limited. is a multi-disciplined engineering consulting company that delivers custom air-emission and energy-management solutions to the oil and gas industry and related government agencies for a broad range of air issues and technology areas. Combining hands-on field-testing and root-cause evaluations with in- house simulation tools, design capabilities and data management systems, we provide practicable customer-influenced solutions, which optimize operational procedures, provide more efficient process designs, and increase energy efficiency. Clearstone works closely with industry leaders and governments internationally to develop best practices and emissions standards and has done work in over 25 different countries. We have an immediate opening for a highly motivated senior-level software developer to support our continuing growth.
Job Description: You will be based in our Abuja office and work with a multidisciplinary team of software developers, engineers, and scientists. You will contribute to the development of custom software for engineering and data management applications. Clearstone is a small, energetic, and open-minded company able to offer flexible work hours to highly qualified candidates. Clearstone is committed to providing high quality services and being a leader in its field.",,,,,,,,,,,,,,,,,,86,,
Lead Enterprise Support Company Limited,Medical Laboratory Scientist Job at Lead Enterprise Support Company Limited,Edo,nigeria,"LEAD Enterprise Support Company Limited is a foremost Human Resources Solutions organization with many years of cumulative management experience and expertise. We are prolific in Outsourcing, Recruitment, Head hunting and HR Advisory. We are a multi-sectorial servicing company with landmark service deliverables to our clients in varied industries
.
We are recruiting to fill the position below:

Job Position: Medical Laboratory Scientist
Job Location: Benin, Edo
Job Classification: Entry-Specialist Grade
Assignment Category: Regular, Full-time
Reports To: Head Laboratory
Department: Laboratory Department",,,10000+ Employees,,,,,,,,,,,,,,,86,,
GO-University European Business Park Ltd,IT Personnel,Enugu,nigeria,"G
IT Personnel
GO-University European Business Park Ltd
Software & Data
Enugu Full Time
IT & Telecoms NGN 150,000 - 250,000
New
2 weeks ago",,,,,,,,,,,,,,,,,,86,,
"Worley
3.6","Instrumentation Engineer , NOC",Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Doha
Job
: Instrumentation and Controls
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Geosyntec Consultants, Inc.
4.1","Senior Staff Environmental Geologist, Engineer or Scientist",Lagos,nigeria,"If you’re looking for a place to kick-start your career, where you can contribute to a dynamic employee-owned firm, tackle challenging project work, and collaborate with industry recognized professionals - Geosyntec is the place for you! As a Senior Staff Environmental Geologist, Engineer or Scientist in our Baton Rouge, LA office, as part of our analytical hydrogeology and contaminated site assessment & remediation practice, you will have the opportunity to apply your academic knowledge to real-world situations while also learning the business skills needed for a successful consulting career.
Our clients ask us to address their new ventures and most challenging problems involving the environment, natural resources, and civil infrastructure. Ranked by ENR in the top 20 design firms for the environment, Geosyntec is internationally known for its technical leadership, broad experience, and exceptional client service. Learn more by visiting www.geosyntec.com
ESSENTIAL DUTIES AND RESPONSIBILITIES",,,1001 to 5000 Employees,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.1,83 %,94 %,4.5,4.4,4.0,4.1,3.8,3.1,,,86,https://www.glassdoor.com/Reviews/Geosyntec-Consultants-Reviews-E28995.htm,https://www.glassdoor.com/Benefits/Geosyntec-Consultants-Benefits-E28995.htm
"Worley
3.6",Field Engineer,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Ras Laffan
Job
: Construction Specialist
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Worley
3.6",Senior Instrumentation Engineer,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Doha
Job
: Instrumentation and Controls
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Worley
3.6",Senior Process Engineer,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Doha
Job
: Process
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Worley
3.6",Mechanical Engineer,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Doha
Job
: Engineering (and Sciences)
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Worley
3.6",Graduate Project Controls Engineer,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Doha
Job
: Project Controls
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Worley
3.6",Senior Project Engineer,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Doha
Job
: Project Management & Coordination
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Worley
3.6",Piping Engineer,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Doha
Job
: Piping
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Worley
3.6",Senior Environmental Engineer,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Doha
Job
: Environmental
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Worley
3.6",Project Engineer,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Doha
Job
: Project Engineering
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
"Worley
3.6",Senior Highways Engineer,Abeokuta,nigeria,"Company : Worley
Primary Location
: QAT-DW-Doha
Job
: Civil
Schedule
: Full-time",,,10000+ Employees,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,3.5,3.3,3.2,3.5,3.1,3.5,,,86,https://www.glassdoor.com/Reviews/Worley-Reviews-E35193.htm,https://www.glassdoor.com/Benefits/Worley-Benefits-E35193.htm
