Company Name,Job Title,Location,Country,Job Description,Salary Estimate,Avg Salary,Size,Industry,Sector,Revenue,Rating,Recommend,CEO,Benefits,Opportunities,Comp Benefits,Culture,Management,WorkLife Balance,Pros,Cons,Num Listings,Reviews URL,Benefits URL
"Clarivate
3.5",Data Scientist (remote) - Search & Analytics,Anvers,Belgique (French),"We are looking for a Data Scientist to join our Search and Analytics team. Search and Analytics is a central technology team at Clarivate that develops best in class algorithmic services and search platforms for our products to enable differentiated capabilities. We take pride in innovating on behalf of our customers and delivering value to the business.
As a Data scientist you will be part of driven group doing applied research work and identifying ML methods that could be used to solve the different problems faced by our business units and implement the solutions which will help optimize the systems and help the company to innovate.
Location: This position can be based in US, Canada or EU countries where we operate
About You – experience, education, skills, and accomplishments
Bachelor's degree in Computer Science, Statistics, Technology, or Engineering, strongly preferred, or equivalent work experience.
Minimum 3-5 years proven track record in the application of ML and NLP",36 k € - 96 k € (Estimation de l'employeur),,Plus de 10.000 employés,Services d’assistance informatique,Informatique,Entre 1 et 5 milliards de dollars US,3.5,67 %,71 %,4.5,3.2,3.5,3.5,3.1,3.8,,,232,https://fr.glassdoor.be/Avis/Clarivate-Avis-E1556432.htm,https://fr.glassdoor.be/Benefits/Clarivate-Benefits-E1556432.htm
"P&V Group
3.5",Reporting & Data Analyst,Anvers,Belgique (French),"Exceptionnellement, cette offre n'est pas disponible en français.
Wij zoeken een Reporting & Data Analyst voor ons Commercial Reporting-team.
Je ondersteunt en adviseert de commerciële teams in hun verschillende activiteiten door relevante data, informatie en analyses ter beschikking te stellen waarmee ze niet alleen hun prestatie-indicatoren kunnen opvolgen, maar ook hun verkoopstrategie kunnen ontwikkelen. Je bent verantwoordelijk voor de hele ketting van jouw eigen rapporten: vanaf de data tot de oplevering, inclusief de visualisatie en het ter beschikking stellen aan andere teams.
Vos tâches
Informatie verstrekken en rapporteren aan de salesdirecties",36 k € - 96 k € (Estimation de l'employeur),,Entre 1.001 et 5.000 employés,Agences et courtiers d’assurance,Assurance,Entre 100 et 500 millions de dollars US,3.5,86 %,100 %,4.3,3.4,3.7,3.4,3.2,4.1,,,232,https://fr.glassdoor.be/Avis/P-and-V-Group-Avis-E148128.htm,https://fr.glassdoor.be/Benefits/P-and-V-Group-Benefits-E148128.htm
"OTA Insight
4.7",Data Scientist,Gand,Belgique (French),"2022 will be a big year here at OTA Insight as we recently had the pleasure of announcing a new series B funding of 80 million which will fuel our investment in product innovation! To accomplish our ambitions plans we are growing our innovation teams significantly where our Data Science team plays a crucial part in. Ready to have a big impact in an ambitious scale-up? Read along!

OTA Insight is a scale-up within the hotel industry. Founded in 2012, with a vision to provide user friendly tools to hoteliers. Today we are considered the global leader in hotel BI and are working with 55,000+ hotels worldwide in 185+ countries. As there are more than 1 million hotels worldwide, we are still filled with ambition to grow further. We generate value to our customers by visualising actionable insights out of our vast datasets. Our tools help hotels to analyse their competition’s room pricing, analyse their hotel revenue, and find out where and when guests are looking and booking. Our products have a profound impact on the day to day activities of our customers, taking away guesswork and simplifying their routines.",36 k € - 96 k € (Estimation de l'employeur),,Entre 201 et 500 employés,Solutions logicielles et réseau d''entreprise,Informatique,Ne sait pas / non applicable,4.7,94 %,100 %,4.0,4.4,4.4,4.8,4.7,4.5,,,232,https://fr.glassdoor.be/Avis/OTA-Insight-Avis-E2083980.htm,https://fr.glassdoor.be/Benefits/OTA-Insight-Benefits-E2083980.htm
"Devoteam Belgium
4.0",Data Scientist,Zaventem,Belgique (French),"Company Description

Devoteam, 7200 colleagues in 18 countries, is a Digital Transformaker specialized in 7 digital offers:
Transformation Management
Agile IT
Digital Workplace
CyberSecurity
Data as a service
Business Process Excellence
Customer Experience",36 k € - 96 k € (Estimation de l'employeur),,Entre 5.001 et 10.000 employés,Services d’assistance informatique,Informatique,Entre 500 millions et 1 milliard $ (USD),4.0,81 %,85 %,4.1,3.8,3.4,4.0,3.8,3.9,,,232,https://fr.glassdoor.be/Avis/Devoteam-Avis-E12966.htm,https://fr.glassdoor.be/Benefits/Devoteam-Benefits-E12966.htm
"Procter & Gamble
4.1",Data Scientist for Supply Chain,Bruxelles,Belgique (French),"Do you have passion for technology and desire to learn and grow continuously? Do you want to belong to one of the most advanced Data Science & Analytics group in the industry, developing sophisticated mathematical models and algorithms and applying Operations Research techniques?
Then join P&G as a Data Scientist for Supply Chain! Through your career, you will build your Data Science and Analytics skills, develop your ability to influence and think strategically and learn how to work across domains and functions to make P&G’s supply chain more performant, more resilient and more sustainable.
YOUR CONTRIBUTION TO P&G’S SUCCESS:
Influence decisions from daily through to strategic ones, made across functions, at all levels of leadership, to have a meaningful impact on the performance, resiliency and environmental footprint of one of the largest CPG companies in the world.",36 k € - 96 k € (Estimation de l'employeur),,Plus de 10.000 employés,Industrie des biens de consommation,Industrie manufacturière,Plus de 10 milliards de dollars US,4.1,85 %,88 %,4.2,4.0,4.1,4.2,3.8,3.4,,,232,https://fr.glassdoor.be/Avis/Procter-and-Gamble-Avis-E544.htm,https://fr.glassdoor.be/Benefits/Procter-and-Gamble-Benefits-E544.htm
"Eyetech Solutions
4.4",DATA SCIENTIST | Fintech,Bruxelles,Belgique (French),"Client Details

A Scale-up Fintech with significant international growth and a client portfolio ranging from SMEs to large corporations is looking for a Data Scientist! Here you will be part of a growing international team that encourages entrepreneurship, diversity and personal growth! Their cloud-based software helps businesses optimise their volume and complexity into better insights, using Machine Learning techniques, to make smarter decisions.

Description

DATA SCIENTIST - Tasks
As a Data Scientist, your goal is to help build and maintain knowledge of software solutions within the organisation, with a focus on machine learning and AI.",36 k € - 96 k € (Estimation de l'employeur),,De 1 à 50 employés,Management et conseil aux entreprises,Ne sait pas / non applicable,,4.4,100 %,N/A,5.0,4.6,4.6,4.4,4.2,3.1,,,232,https://fr.glassdoor.be/Avis/EyeTech-Solutions-Avis-E2472423.htm,https://fr.glassdoor.be/Benefits/EyeTech-Solutions-Benefits-E2472423.htm
"Dedalus SA
3.5",NLP Data Scientist,Gand,Belgique (French),"Vous souhaitez donner du sens à votre métier ?
Vous voulez contribuer à l'amélioration de nos soins de santé ?
Alors rejoignez notre équipe!
Role Summary
As a NLP Data Scientist, you will be part of our team that is developing clinical analytics solutions that are integrated into hospital information systems.
You will be contributing to “clinalytix” - the AI solution for the prediction of undesired events in medical treatments as well as our internal NLP services.
You will help develop our machine learning (ML) and natural language processing (NLP) framework.
Key Accountabilities
As an NLP Data Scientist you are responsible for:
Analyzing, interpreting, and (automate) labeling large amounts of clinical data (structured and unstructured data, physician notes, nurse notes) and presenting findings in a clear and consistent manner to your team members.",36 k € - 96 k € (Estimation de l'employeur),,Entre 1.001 et 5.000 employés,Développement de logiciels,Informatique,Ne sait pas / non applicable,3.5,63 %,85 %,,3.0,3.1,3.3,3.3,3.7,,,232,https://fr.glassdoor.be/Avis/Dedalus-Avis-E1142991.htm,
"VITO
4.3",R&D data scientist AI for recycling,Mol,Belgique (French),"The Waste Recycling Technologies (team of VITO is looking for a creative and motivated researcher to develop breakthrough technologies in the waste processing industry, using artificial intelligence (AI).
Automated quantitative characterization and sorting of waste materials (metal scrap, batteries, WEEE, MSWI-bottom ashes) is a key requirement for the transition towards a circular economy with increased resource efficiency. To this end, VITO’s team has developed an industrial prototype, named Characterise-to-Sort, able to capture dual energy x-ray transmission, RGB and 3D image data in an online fashion by scanning the materials on a moving conveyor belt. The team is expanding to speed up development and implementation of this technology.
Further development of this technology towards industrial implementation requires research in the field of:
Designing, training, testing and deploying state-of-the-art machine learning models for various clients in the waste recycling industry",36 k € - 96 k € (Estimation de l'employeur),,Entre 501 et 1.000 employés,Recherche et développement,Management et conseil aux entreprises,Entre 100 et 500 millions de dollars US,4.3,98 %,92 %,3.8,3.9,4.4,4.3,3.5,4.4,,,232,https://fr.glassdoor.be/Avis/VITO-Avis-E740924.htm,https://fr.glassdoor.be/Benefits/VITO-Benefits-E740924.htm
"Instaon
5.0",Data Scientist (Machine Learning),Bruxelles,Belgique (French),"We are looking for a Digital Marketing Consultant in online marketing with an entrepreneurial mindset to join our growing startup in Brussels. If you like challenges, creativity and are result-driven, then read on!

About us

At Shown, we optimize online advertising through Experts & Technology. We are a digital startup founded by former Google employees, software developers and data scientists. We work directly with the Google office in Brussels to develop impactful tools helping agencies & SMB’s around the world. Automation, technology and high performance consultancy services are helping our customers to achieve online visibility in a smart and transparent way.",36 k € - 96 k € (Estimation de l'employeur),,De 1 à 50 employés,Services web,Informatique,Entre 1 et 5 millions de dollars US,5.0,100 %,N/A,,5.0,4.0,5.0,5.0,5.0,,,232,,
"Crunch Analytics
5.0",Data Scientist (BE),Gand,Belgique (French),"Eager to work on data-centric projects that apply the latest data science, machine learning & AI techniques? Do you love to help a client discover the value hidden in data and craft solutions that augment his human decision-making or even automate such decision-making?

At Crunch Analytics, we help EU retail and e-commerce teams at Beerwulf, G-Star, Unilin, Roompot, or others to embrace big data & AI techniques. We introduce AI-driven solutions (advanced analytics) that fundamentally change how these organizations create value.

As a Data Scientist, you become a key player in one of our Data & AI Teams, working shoulder to shoulder with Cloud Engineers, Data Analysts, and Project Owners. You will apply math, statistics, and machine learning algorithms to discover patterns in datasets. In a next step, you will especially translate these patterns into actionable insights, help create vivid dashboards, present concluding findings, and help clients understand the significance of these results in their business context.",36 k € - 96 k € (Estimation de l'employeur),,Inconnu,,,,5.0,100 %,N/A,,5.0,5.0,5.0,5.0,5.0,,,232,,
Raccoons,Data Scientist,Belgique,Belgique (French),"Transforming complex data by using algorithms and models to create client-oriented solutions. That is the core of your challenge! You'll actively contribute to the improvement of client solutions, business models, and operational processes by automatically translating data into reliable information, that is where you'll create an immediate impact. With your broad expertise, you'll know exactly what the client needs, often without them realizing it themselves.

Are you an experienced Data Scientist and are you passionate about developing algorithms and data models? Then we'd love to have a chat with you!

You want to",36 k € - 96 k € (Estimation de l'employeur),,Inconnu,,,,,,,,,,,,,,,232,,
"Cognizant
3.8",Associate Data Scientist,Bruxelles,Belgique (French),"Job Summary
We are looking for enthusiastic person with both Data Scientist+ Data Engineering role with 4-8 years of expertise, across Life Sciences Clients in an Agile environment.
Key Responsibilities
Person will be working on EDA of the data provided by the business, Feature engineering and Best model explanation.
Can identity data leakage, data quality and data volume,
Building data pipelines and auto ML pipelines
Creating triggers to re train the model.
Improving consistency, reducing effort and expanding the ability of data scientists to address the growing range of business problems from prediction to prescription
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 185 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.",36 k € - 96 k € (Estimation de l'employeur),,Plus de 10.000 employés,Services d’assistance informatique,Informatique,Plus de 10 milliards de dollars US,3.8,76 %,78 %,3.3,3.7,3.4,3.7,3.3,3.5,,,232,https://fr.glassdoor.be/Avis/Cognizant-Technology-Solutions-Avis-E8014.htm,https://fr.glassdoor.be/Benefits/Cognizant-Technology-Solutions-Benefits-E8014.htm
"Acensi SAS
3.4",Senior Data Scientist (F/M/X),Bruxelles,Belgique (French),"Description de l'offre
Objectives of the job
The Data Intelligence team ensures that the different teams get the right information from the company's data (via reports, dashboards, data analysis and predictive models). In this role, you will work on various projects involving computer vision, process mining, IOT data and text mining. You will help your colleagues to develop their analytical skills. Finally, you will be the team's point of contact on technology and data tools (such as Azure, Databricks, PBI, ...).
Your tasks will be :
You support the collection of data",36 k € - 96 k € (Estimation de l'employeur),,Entre 1.001 et 5.000 employés,Conseil aux entreprises,Management et conseil aux entreprises,Entre 1 et 5 millions de dollars US,3.5,56 %,83 %,,3.0,2.9,3.5,3.3,3.5,,,232,https://fr.glassdoor.be/Avis/ACENSI-Avis-E749044.htm,
"Radisson Hotel Group - Corporate Office - Revenue Management
3.8",RevGen BI Data Analyst Trainee,Bruxelles,Belgique (French),"RevGen BI – Data Analytics traineeship
Are you passionate by SQL, Data Models and Segmentation Techniques? Trilled by never having a dull moment? Come and join the Pulse team!
Pulse by RHG is a home-made Radisson Hotel Group solution, like a start-up within the Company, to reshape the future of Business Intelligence, with a two-fold mission: on one hand, cross-referencing all Commercial data-point in one solution to take faster business decisions and maximize revenues and profitability; on the other, replace existing third-parties application using RHG data to optimize costs and provide better functionalities.

We are looking for a trainee who will be assisting in the development and implementation of the Revenue Management BI Platform and in providing the right information at the right time to the right people so that they can make the right decisions to drive revenue! Or more simply evolve from looking at data to information that makes you think and motivates you to do something. The Revenue Management BI Platform is developed within the parameters of the Radisson Hotel Group RevGen BI strategy. As data analyst you will assist the Pulse team

INDHOTEL",36 k € - 96 k € (Estimation de l'employeur),,Entre 1.001 et 5.000 employés,Hôtellerie,Hôtellerie et tourisme,Entre 5 et 10 milliards de dollars US,3.8,53 %,72 %,3.3,3.1,3.4,3.4,3.0,3.7,,,232,https://fr.glassdoor.be/Avis/Radisson-Hotels-Americas-Avis-E594276.htm,https://fr.glassdoor.be/Benefits/Radisson-Hotels-Americas-Benefits-E594276.htm
"Acensi
3.4",Senior Data Scientist (F/M/X),Bruxelles,Belgique (French),"Description de l'offre
Objectives of the job
The Data Intelligence team ensures that the different teams get the right information from the company's data (via reports, dashboards, data analysis and predictive models). In this role, you will work on various projects involving computer vision, process mining, IOT data and text mining. You will help your colleagues to develop their analytical skills. Finally, you will be the team's point of contact on technology and data tools (such as Azure, Databricks, PBI, ...).
Your tasks will be :
You support the collection of data",36 k € - 96 k € (Estimation de l'employeur),,Entre 1.001 et 5.000 employés,Conseil aux entreprises,Management et conseil aux entreprises,Entre 1 et 5 millions de dollars US,3.5,56 %,83 %,,3.0,2.9,3.5,3.3,3.5,,,232,https://fr.glassdoor.be/Avis/ACENSI-Avis-E749044.htm,
EVERTYS,Data Scientist,Bruxelles,Belgique (French),"EVERTYS is a young and dynamic consulting firm located in Brussels, Belgium. Our core business is delivering top level advisory services towards the banking, retail, Energy and entertainment industry.
Our activities are mainly focused in different sectors dealing with marketing and communication, digital and operational activities.
We are looking for an enthusiast Data Scientist passionate about Data Management.

Responsibilities
Translate business requirements into robust technical solutions.",36 k € - 96 k € (Estimation de l'employeur),,Inconnu,,,,,,,,,,,,,,,232,,
"KBC
3.8",Data Scientist (NL/ENG),Belgique,Belgique (French),"Contract
Permanent
Work schedule
Full-time
Location
Flemish Brabant
Experience level",36 k € - 96 k € (Estimation de l'employeur),,Plus de 10.000 employés,Services bancaires et de prêts,Finance,Entre 5 et 10 milliards de dollars US,3.8,78 %,90 %,4.2,3.4,3.6,3.7,3.4,3.8,,,232,,https://fr.glassdoor.be/Benefits/KBC-Benefits-E10308.htm
"GfK
3.5",Junior Data Analyst,Louvain,Belgique (French),"For over 80 years, GfK has been a reliable and trusted insight partner for the world’s biggest companies and leading brands who make a difference in every consumer’s life - and we will continue to build on this. We connect data, science and innovative digital research solutions to provide answers for key business questions around consumers, markets, brands and media. With our headquarters in Germany and a presence in around 60 countries worldwide, you benefit from our global company with a diverse community of ~9,000 employees.
Harnessing the power of our workforce, the greatest asset we have is our people. As part of GfK, you can take your future into your own hands. We value talent, skills and responsibility and support your development within our international teams. We are proud of our heritage and our future: Currently we are in the latter stages of a transformational journey from a traditional market research company to a trusted provider of prescriptive data analytics powered by innovative technology. This is only possible with extraordinary people and this is why we are looking for YOU to help create our future. For our employees as well as for our clients we pursue one goal: Growth from Knowledge!",36 k € - 96 k € (Estimation de l'employeur),2,Entre 5.001 et 10.000 employés,Conseil aux entreprises,Management et conseil aux entreprises,Entre 1 et 5 milliards de dollars US,3.5,60 %,59 %,4.5,3.0,3.0,3.6,3.2,3.6,,,232,https://fr.glassdoor.be/Avis/GfK-Avis-E12882.htm,https://fr.glassdoor.be/Benefits/GfK-Benefits-E12882.htm
"Groupe Rossel
4.2",Data Analyst BI,Bruxelles,Belgique (French),"Notre équipe Customer Experience (CX) du Groupe part en quête de son futur talent afin de la rejoindre ! Vous recherchez un nouveau challenge professionnel au sein d’un environnement stimulant vous permettant d’évoluer sur des missions diversifiées ?
Cette annonce est peut-être faite pour vous, voici ce que nous proposons :
Mission
Vous avez pour objectif principal l’optimisation de la connaissance de nos prospects et clients.
Vous participez à la collecte des données, leur exploitation et l’édition des rapports chiffrés pour l’ensemble des éditeurs du Groupe Rossel (Le Soir, Sud Infos, La Voix du Nord, L’Union, Courrier Picard, Paris Normandie, etc.) afin de développer le portefeuille client abonnés BtoC.",36 k € - 96 k € (Estimation de l'employeur),,Inconnu,,,,4.2,80 %,100 %,,3.1,2.7,3.8,3.8,4.0,,,232,https://fr.glassdoor.be/Avis/Groupe-Rossel-Avis-E4794646.htm,
"RMB
3.4",Data Analyst,Etterbeek,Belgique (French),"Bedrijfsomschrijving

RMB est la 2e plus grande régie publicitaire du sud du pays.
RMB commercialise, auprès des annonceurs et des agences média, les espaces vidéo, audio et digitaux d’un éventail de marques complémentaires : chaînes TV, chaînes radio, sites ou plateformes digitales de la RTBF, de NRJ, de Mediawan (AB3 & ABXPLORE), de LN24 et de DH Radio. RMB gère également l’inventaire vidéo des sites d’IPM Advertising et de Sellbranch. RMB propose des solutions publicitaires différenciées au travers de la grande diversité des marque représentées, ainsi que des projets créatifs via son équipe F.L.A.S.H. et des offres « data » via son équipe VIBE.
Nos valeurs d’entreprise sont : innover, conquérir, inspirer et s’engager.
Functieomschrijving",36 k € - 96 k € (Estimation de l'employeur),,De 51 à 200 employés,,,,3.4,44 %,100 %,,2.8,3.2,3.0,2.9,3.3,,,232,,
N Consulting Ltd,Data Science - Python,Bruxelles,Belgique (French),"Location: Brussels, Belgium
Start Date: Immediate
Insurance knowledge
Knowledge
Is a benefit in the execution of the job
Languages
Dutch
Very good knowledge, both speaking and writing","50,00 € - 56,25 € Par heure(Estimation de l'employeur)","53,13",De 1 à 50 employés,Services d’assistance informatique,Informatique,Entre 1 et 5 millions de dollars US,,,,,,,,,,,,232,,
