Company Name,Job Title,Location,Country,Job Description,Salary Estimate,Avg Salary,Size,Industry,Sector,Revenue,Rating,Recommend,CEO,Benefits,Opportunities,Comp Benefits,Culture,Management,WorkLife Balance,Pros,Cons,Num Listings,Reviews URL,Benefits URL
"totHR Solutions
5.0",AI/ML Engineer,Thiruvananthapuram,India,"Responsibilities: Writing reusable, testable, and efficient production code in Machine and Deep Learning pipelines for Computer Vision. Design and implementation of low-latency, high-availability, and performant applications. Assess and prioritize feature requests. Coordinate with internal teams to understand user requirements and provide technical solutions. Integration of user-facing elements developed by front-end developers with server-side logic? Integration of data storage solutions like databases, key-value stores, blob stores, etc.
Skills And Qualifications: Any one of the following combinations (CUDA and OpenCL (big plus!): ? Mobile applications development: Java, Kotlin, Tensorflow Lite, CoreML? Python and C++ (should have developed computer vision models any of Jax, Tensorflow 2, or PyTorch. Both programming languages are a must.)? (Good to have): Deployed models and Computer Vision data processing models and pipelines with ONNX Runtime, TensorRT, and DeepStream Runtime? Demonstrable Image Processing and Computer Vision problem-solving skills, understanding of modern machine learning methods and deep learning architectures and paradigms, e.g., Object detection and segmentation, Image classification with various Deep Neural Networks. Proficient with Linux Command Line (must-have requirement, since most of the work, is on remotely connected edge AI/IoT devices). Understanding of fundamental design principles behind scalable applications. Familiarity with event-driven programming. Understands and is able to write and consume or learn to write HTTP REST and Streaming APIs using Python, Java, or Rust stacks. Understanding the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platform. Experience- 1- 3 years",₹3L - ₹4L (Glassdoor Est.),"₹4,91,427",Unknown,,,,5.0,100 %,N/A,,4.0,3.0,4.0,5.0,4.0,,,1427,,
"YellMon Labs
4.9",Machine Learning Engineer,India,India,"Requirements and desirables:
5 years of experience in applied AI & machine learning
Experience as a Software Engineer or in a an engineering heavy position working in at least one language beyond Python and R
Familiarity with state-of-the-art research in at least one subfield or application with Deep Learning (e.g.: Question Answering, Multi-lingual ASR)
Desire and ability for hands-on product impact beyond research
Advanced degree in Computer Science, Statistics or related technical field, or equivalent experience
Hands-on leadership experience is a plus
Job Type: Full Time",₹3L - ₹4L (Glassdoor Est.),,51 to 200 Employees,Software Development,Information Technology,$1 to $5 million (USD),4.9,100 %,N/A,5.0,4.7,4.3,4.8,4.5,4.2,,,1427,,https://www.glassdoor.co.in/Benefits/YellMon-Labs-Benefits-E7288072.htm
"IQVIA
4.0",Biostatistician 2,Remote,India,"Job Overview
Prepare analysis plans and write detailed specifications for analysis files, tables, listings and figures. Interpret analyses and write statistical sections of study reports. Provide training, guidance and mentorship to lower level and new staff.
Essential Functions
Production of High-Quality Deliverables: Completes and reviews more complex assigned tasks with a focus on accuracy. Conducts all appropriate validation requirements, according to Standard Operating Procedures (SOPs), for each task undertaken. Checks programming logs for cleanliness and correct processing of data. Inputs into Data Issues log and follows issues to appropriate resolution.
Leadership: Perform statistical team lead role on single studies. Through this, works closely with the Project Team Lead and supervisor to deliver on time, with high quality and within budget. Build and maintain effective customer relationships, driving statistical discussions, providing support and/or guidance for statistical activities. Demonstrates and promotes efficient communication. If in lead role, runs meetings, documenting where necessary and following up on actions. Actively participates in internal project team meetings, provides timely progress updates. As a lead, will have input on estimate at completion (EAC) reporting.",₹3L - ₹4L (Glassdoor Est.),,10000+ Employees,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),4.0,83 %,89 %,3.8,3.9,3.6,4.0,3.6,3.7,,,1427,,https://www.glassdoor.co.in/Benefits/IQVIA-Benefits-E8347.htm
"UST
4.0",Specialist I - ML Engineer,Thiruvananthapuram,India,"Key Qualifications • Master’s or PhD in Computer Science, Artificial Intelligence, Operations Research, Machine Learning, Mathematics, Statistics, Physics, Engineering, or related field. • Computer Vision • Applied Mathematics, Control Engineering, Industrial Engineering, or equivalent field. • Fluency in at least one general purpose programming language. Python or Java preferred. Statistical or database languages also a plus: R, MATLAB, SQL, etc. • Knowledge of standard Machine Learning models and techniques: Linear regression, logistic regression, decision trees, SVM, kNN, ensemble learning, XGBoost. • Knowledge of Deep Learning architectures and use cases: ANN, CNN, RNN, VAE.",₹3L - ₹4L (Glassdoor Est.),"₹6,23,330",10000+ Employees,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.0,83 %,90 %,3.3,3.9,3.4,4.0,3.7,4.0,,,1427,https://www.glassdoor.co.in/Reviews/UST-Reviews-E155577.htm,https://www.glassdoor.co.in/Benefits/UST-Benefits-E155577.htm
"GO-JEK
4.4",Data Scientist-GoFood,Bangalore,India,"Location
Bengaluru
Work Type
Permanent
Application Posted
May 23, 2022
About the Role

They say no man is an island, and this holds true here at Gojek. As our Data Scientist, you’ll be part of the data team that directly impacts Gojek’s GoFood. Your main objective will be to create business impact at scale. The Business and Product Team will be your companions during this ride. Best yet, you’ll have the opportunity to flex your analytics and DS skills!. What differentiates Gojek from other companies is the pace at which you can see your analysis and insights come to life and impact of millions of customers and thousands of merchants partners",₹3L - ₹4L (Glassdoor Est.),"₹6,86,104",1001 to 5000 Employees,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.4,91 %,96 %,4.3,4.1,4.1,4.4,3.9,4.1,,,1427,https://www.glassdoor.co.in/Reviews/Gojek-Reviews-E1282114.htm,https://www.glassdoor.co.in/Benefits/Gojek-Benefits-E1282114.htm
"Qualys
3.6",Intern AI for Cybersecurity,Pune,India,"Come work at a place where innovation and teamwork come together to support the most exciting missions in the world!
We are seeking an intern for 'AI in Cybersecurity' to help build next generation AI/ML powered product from ground-up. Working with a team of engineers and architects, you will be responsible for conducting research on leveraging AI/ML for existing and new products, prototyping, designing, developing and supporting a highly scalable SaaS based Cybersecurity products. This is a great opportunity to be an integral part of a team building Qualys’ next generation Micro-Services based technology platform processing over a 100 million transactions and terabytes of data per day, leverage open-source technologies, and work on challenging and business-impacting projects. The ideal candidate has strong educational background in a quantitative or technical field, is adept at using large data sets to find opportunities for product and process optimization and using Machine Learning and Deep Learning models to test the effectiveness of different courses of action. Responsibilities: Conduct the literature survey, implement machine learning algorithms and evaluate their performance. Develop novel machine learning algorithms to predict malicious content or activity using data in various formats including text and tabular data. Designing and deploying Artificial Intelligence/Machine Learning Algorithms - both statistical machine learning models and Deep learning models. Build POCs, prototypes of the solutions in consultations with engineering and product management teams. Coordinate the integration of machine learning solutions among development teams to ensure system performance, security, scalability and availability. Collaborate with data and subject matter experts throughout the organization to identify opportunities for leveraging data to drive business solutions. Understand the Distributed Ecosystem/Cloud computing services and deploy ML models on the same. You will present the results of the team’s research in internal forums as well as in conferences in the field of machine learning or cybersecurity or apply for patents as deemed fit by the company.Qualifications: Currently enrolled into or recent graduate with ME/MTech/MS or PhD with BS in Computer Science, Electrical Engineering, Operations Research, Mathematical Modeling & Simulation, Statistics, or equivalent fields. Specialization in machine learning or data science is preferred. Deep understanding of mathematical foundations of machine learning, including statistics, linear algebra, and computer science. Prior publications in peer-reviewed journals or conferences in machine learning or cybersecurity. Hands on Experience in data science programming skills - Python, R, Java, Scala. Academic or research or industrial project implementation experience with Scikit-Learn, Tensorflow/Keras, PyTorch. Well versed with Operating System, Networking and cybersecurity fundamentals. Prior academic course in applied Bayesian modeling and Bayesian Network using probabilistic programming in R, PyMC, Stan, Pyro, TensorflowProbability, etc. (Nice to have) Experience with Natural Language Processing (NLP) libraries (at least one) such as Spark NLP, Hugging Face, NLTK, Spacy, etc. Work along with the Data Science team and stake holders to capture the requirements and execute it in Agile methodology. Strong interpersonal and leadership skills, as well as effective communication (both written and verbal) skills and the ability to present complex ideas to a variety of audiences in a clear and concise manner.",₹3L - ₹4L (Glassdoor Est.),,501 to 1000 Employees,Computer Hardware Development,Information Technology,$100 to $500 million (USD),3.6,71 %,85 %,3.7,3.7,3.6,3.3,3.2,3.3,,,1427,https://www.glassdoor.co.in/Reviews/Qualys-Reviews-E30935.htm,https://www.glassdoor.co.in/Benefits/Qualys-Benefits-E30935.htm
"Société Générale
3.7",Data Scientist,Bangalore,India,"Responsibilities
Min. 4 years experience as a Data Developer with hands on experience on Advanced Python, Pandas, Numpy, Scikit Learn, Scipy
o Required: Advanced git, pytest, jupyter.
o Required: Random Forest, ensembled methods, linear regression
o Desired: Exponential Smoothing, ARIMA.
Good communication skills
Strong analytical skills, ability to quickly learn and adapt to use new technologies
Outstanding organization and prioritization skills
Self-starter requiring minimal oversight to achieve defined goals",₹3L - ₹4L (Glassdoor Est.),,10000+ Employees,Investment & Asset Management,Finance,$10+ billion (USD),3.7,74 %,80 %,3.6,3.4,3.3,3.7,3.3,3.8,,,1427,https://www.glassdoor.co.in/Reviews/Soci%C3%A9t%C3%A9-G%C3%A9n%C3%A9rale-Reviews-E10350.htm,https://www.glassdoor.co.in/Benefits/Soci%C3%A9t%C3%A9-G%C3%A9n%C3%A9rale-Benefits-E10350.htm
"ServiceNow
4.5",Machine Learning Engineer,Hyderābād,India,"Company Description

At ServiceNow, our technology makes the world work for everyone, and our people make it possible. We move fast because the world can’t wait, and we innovate in ways no one else can for our customers and communities. By joining ServiceNow, you are part of an ambitious team of change makers who have a restless curiosity and a drive for ingenuity. We know that your best work happens when you live your best life and share your unique talents, so we do everything we can to make that possible. We dream big together, supporting each other to make our individual and collective dreams come true. The future is ours, and it starts with you.
With more than 7,400+ customers, we serve approximately 80% of the Fortune 500, and we're proud to be one of FORTUNE's 100 Best Companies to Work For® and World's Most Admired Companies® 2022.
Learn more on Life at Now blog and hear from our employees about their experiences working at ServiceNow.",₹3L - ₹4L (Glassdoor Est.),"₹4,84,958",10000+ Employees,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),4.5,92 %,97 %,4.2,4.3,4.4,4.6,4.3,4.3,,,1427,https://www.glassdoor.co.in/Reviews/ServiceNow-Reviews-E403326.htm,https://www.glassdoor.co.in/Benefits/ServiceNow-Benefits-E403326.htm
"JPMorgan Chase Bank, N.A.
3.8",CIB-R&A-Applied AI ML Associate,Mumbai,India,"Applied AI ML - Cross Functional Projects - Mumbai/Bangalore
About Data Analytics within Corporate & Investment Bank

Data Analytics at J.P. Morgan Corporate Investment Bank combines cutting edge machine learning techniques with the company's unique data assets to optimize all the business decisions we make. In this role, you will be part of our industry-leading data analytics team, and advance the state-of-the-art in financial applications ranging from generating business intelligence to predictive models and automated decision making.
The role will be in the firm's Applied AI and Machine Learning organization and will involve working closely with Finance & Business Management.
About Finance & Business Management

CIB Finance & Business Management includes traditional finance functions as well as teams that provide leverage to the management and execution of priorities including business, control, and program management.",₹3L - ₹4L (Glassdoor Est.),"₹7,79,152",10000+ Employees,Banking & Lending,Finance,$10+ billion (USD),3.8,72 %,79 %,4.6,3.6,3.8,3.8,3.4,3.5,,,1427,https://www.glassdoor.co.in/Reviews/Chase-Reviews-E690765.htm,https://www.glassdoor.co.in/Benefits/Chase-Benefits-E690765.htm
RadiusAI,Deep Learning Engineer,Karnataka,India,"About Us
RadiusAI is an early-stage startup that is helping brick & mortar retailers provide a level of experience that surpasses online experiences through AI and video analytics.
About You
You are driven and passionate about data and making a difference. You are looking to join a promising early-stage startup to have a deep impact. You understand code quality and can take initiatives to improve it. You are always curious, and you are humble about what you already know.
About the Job
You will work with state-of-the-art technologies at the interface between our engineering and data science teams. You will be responsible for mapping images from a surveillance camera system to a 3D representation, processing and conditioning images for machine learning and developing context and scene understanding algorithms.",₹3L - ₹4L (Glassdoor Est.),,,,,,,,,,,,,,,,,1427,,
NeuranceAI Technologies Private Limited,Machine Learning Engineer,Bangalore,India,"Eligibility Criteria
2-5 yrs of proven experience in ML, DL, and preferably NLP.
Preferred Educational Background - B.E/B.Tech, M.S./M.Tech, Ph.D.
What will you work on?
1) Problem formulation and solution designing of ML/NLP applications across complex well-defined as well as open-ended healthcare problems.
2) Cutting-edge machine learning, data mining, and statistical techniques to analyse and utilise large-scale structured and unstructured clinical data.",₹3L - ₹4L (Glassdoor Est.),"₹6,00,000",,,,,,,,,,,,,,,,1427,,
"RELX
3.9",Data Scientist,Bangalore,India,"And are you eager to work on quality of data sources serving our end user products?
Are you interested in bringing your Machine Learning and NLP expertise to projects?
About our Team
Our team works within the Data Operations department helping to make the most out of Elsevier's high-quality scientific content. We work in high visibility projects, bringing Data Science, Machine Learning and NLP expertise to projects. We are responsible for end-to-end development aiming to extract information found within published or submitted for publication scientific content.
About the Role
You will work on projects as a Data Scientist, bringing your Data Science, Machine Learning and NLP expertise to projects. You will collaborate with technology teams, product managers and domain experts to build high value outcome from our content. You will have the opportunity to impact significant processes that affect our customer facing products.
Responsibilities",₹3L - ₹4L (Glassdoor Est.),"₹6,38,749",10000+ Employees,Information Technology Support Services,Information Technology,$10+ billion (USD),3.9,81 %,91 %,4.0,3.5,3.6,3.9,3.4,4.0,,,1427,https://www.glassdoor.co.in/Reviews/RELX-Reviews-E1023378.htm,https://www.glassdoor.co.in/Benefits/RELX-Benefits-E1023378.htm
"GO-JEK
4.4",Data Scientist - GoPay,Bangalore,India,"Location
Bengaluru
Work Type
Permanent
Application Posted
April 27, 2022
About The Role

We are looking for a data scientist to join our Data Science team at GoPay - you will create models which help grow the customer base and transactions in GoPay. You will work closely with the business, product and engineering stakeholders to identify and solve some of the most challenging business problems in the payments space. You will have the opportunity to work in a fast-paced environment in a highly cross-functional team and leverage our robust data infrastructure",₹3L - ₹4L (Glassdoor Est.),"₹6,86,104",1001 to 5000 Employees,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.4,91 %,96 %,4.3,4.1,4.1,4.4,3.9,4.1,,,1427,https://www.glassdoor.co.in/Reviews/Gojek-Reviews-E1282114.htm,https://www.glassdoor.co.in/Benefits/Gojek-Benefits-E1282114.htm
"Credit Saison
3.6",ML Engineer,Bangalore,India,"Credit Saison:
A Neo-Lending Conglomerate here to enable India’s credit growth story, Credit Saison India, emboldened by our Global MNC parent, is here to accelerate India’s credit growth story: by building a Technology-Led Neo-Lending Conglomerate. Across our verticals, we offer bespoke solutions to meet the various credit needs of Individuals, SMEs, FinTech’s, and NBFCs. Credit Saison India (“CS India”), having been founded in 2018, operates under the registered name Kisetsu Saison Finance India Private Limited as an MNC subsidiary of its parent company – Credit SaisonCo. Ltd in Japan. Across our various business verticals like Wholesale Financing, Co-origination Financing, Consumer Financing, and SME Financing we look towards reaching resilient Assets Under Management (“AUM”) of US1bn in record time.
More about us on https://www.creditsaison.in
Roles & Responsibilities:
Work with data scientists to refine the ML model and scale it up",₹3L - ₹4L (Glassdoor Est.),"₹4,99,998",1001 to 5000 Employees,Finance,$2 to $5 billion (USD),,3.6,74 %,100 %,4.0,3.5,2.7,3.5,3.0,3.9,,,1427,https://www.glassdoor.co.in/Reviews/Credit-Saison-Reviews-E13347.htm,https://www.glassdoor.co.in/Benefits/Credit-Saison-Benefits-E13347.htm
"Roche
4.3",Junior Data Scientist (Hyderabad or Chennai),Chennai,India,"The Position
Roche has established Global Analytics and Technology Center of Excellence (GATE) in India to drive analytics & technology driven solutions by partnering with Roche affiliates across the globe. While the candidate can join us remotely, we would require them to move to our Chennai or Hyderabad Office soon. To know more about us, visit - https://www.rocheindia.com/en/About_Roche/GATE.html
A Junior Data Scientist would work on AI/ML based solutions in an Agile delivery mode, interacting directly with stakeholders in the business teams from Roche affiliates across the globe.
An ideal candidate should have:
Overall experience of 2-5 Years, with experience in the data science / ML space is a must
Some experience in the following quantitative fields: Deep learning, Reinforcement Learning, Causal Inference, A/B Testing, Multi-armed Bandits, and Design of Experiments",₹8L - ₹8L (Glassdoor Est.),"₹7,99,558",10000+ Employees,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),4.3,88 %,96 %,4.1,3.9,4.1,4.2,3.7,4.1,,,1427,https://www.glassdoor.co.in/Reviews/Roche-Reviews-E3480.htm,https://www.glassdoor.co.in/Benefits/Roche-Benefits-E3480.htm
Videoverse,AI/ML Engineer,Indore,India,"Your Responsibilities will include
Work Actively as a part of the Computer Vision and Deep Learning Team to Train Computer Vision Models
Work Closely with the Data Sampling Team for Appropriate Dataset Collection
Work on Challenging Problem Statements to fine-tune models with Huge Dataset
Implementation of the SOTA Architectures for Model Training
What are we looking for
Proven work experience of 2-4 years.",₹8L - ₹8L (Glassdoor Est.),"₹5,00,000",,,,,,,,,,,,,,,,1427,,
Santa Fe Research Pvt Ltd,Machine Learning Researcher,Chennai,India,"We are a motivated and experienced team of top performers who are committed to providing a mutually respectful work environment. At Santa Fe Research, we provide a collaborative work environment and seek to recruit, develop and retain the most talented professionals from a diverse candidate pool across the globe. We are one of the fast-growing companies in “place” and there are a lot of opportunities to grow with us
Looking for candidates who can :
Create AI/ML systems
Research and implement efficient ML algorithms and tools
Develop ML applications according to the requirements
Run machine learning tests and experiments
Troubleshoot issues and solve problems where needed",₹8L - ₹8L (Glassdoor Est.),"₹50,000",,,,,,,,,,,,,,,,1427,,
Kiash Solutions LLP,Data Scientist,Bangalore,India,"Immediate Joiner / serving Notice Period (max 15 days)
Location: Bangalore / Pune
5+ years of experience
Salary: Upto 20 LPA
Job Description:
Experience on tabular data(excel), image, text data.
Experience in Text Data Libraries like nltk, spacy, Stanford core nlp, text blob, genism, hugging face
Experience in Image Data Libraries like Tensor flow, keras, Pytorch, caffee",₹8L - ₹8L (Glassdoor Est.),"₹17,50,000",Unknown,,,,,,,,,,,,,,,1427,,
NextDay Software Solution Pvt Ltd,Machine learning Exp (0.6-3 Yrs),Indore,India,"Responsibilities
Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary",₹8L - ₹8L (Glassdoor Est.),"₹28,500",1 to 50 Employees,,,,,,,,,,,,,,,1427,,
