Company Name,Job Title,Location,Country,Job Description,Salary Estimate,Avg Salary,Size,Industry,Sector,Revenue,Rating,Recommend,CEO,Benefits,Opportunities,Comp Benefits,Culture,Management,WorkLife Balance,Pros,Cons,Num Listings,Reviews URL,Benefits URL
"Xero
4.2","Staff Engineer, Machine Learning",Wellington,New Zealand,"Xero is a beautiful, easy-to-use platform that helps small businesses and their accounting and bookkeeping advisors grow and thrive.

At Xero, our purpose is to make life better for people in small business, their advisors, and communities around the world. This purpose sits at the centre of everything we do. We support our people to do the best work of their lives so that they can help small businesses succeed through better tools, information and connections. Because when they succeed they make a difference, and when millions of small businesses are making a difference, the world is a more beautiful place.

About the team

Xero’s Machine Learning solutions operate as evolving products that are owned in cross functional pods made up of Applications engineers, Applied scientists, Data and Platform engineers. Our teams have been largely geographically co-located, however in today’s world of remote working we are now open to remote working. Our teams remain connected to the global guilds of their specific discipline to leverage and share practices and tools. We are evolving and maturing constantly!",$71K - $104K (Glassdoor Est.),"$116,276",1001 to 5000 Employees,Computer Hardware Development,Information Technology,$100 to $500 million (USD),4.2,87 %,92 %,4.0,3.9,3.8,4.5,3.8,4.6,,,93,https://www.glassdoor.co.nz/Reviews/Xero-Reviews-E318448.htm,https://www.glassdoor.co.nz/Benefits/Xero-Benefits-E318448.htm
"Livestock Improvement Corporation
3.8",Data Engineer,Hamilton,New Zealand,"At a glance:
Ref: 42701 | Hamilton (Newstead) | Architecture & Security, Database Administration, Software Development, Research & Development | Graduate, Experienced | Permanent, Full Time | Data Engineer 210921.pdf
About the Role
We are looking for a Data Engineer to join our innovative Research and Development group.
This is a permanent, full-time (40 hrs per week) position based in Hamilton.
In this role you will be an integral part of our world-leading research group, with a focus on the utilisation and processing of key research data. If you are excited about using your skills in data engineering to design and build systems for managing massive research and commercial data sets, then this role is for you!",$71K - $104K (Glassdoor Est.),"$95,917",1001 to 5000 Employees,$100 to $500 million (USD),,,3.8,71 %,94 %,3.0,3.5,3.4,3.8,3.2,3.9,,,93,https://www.glassdoor.co.nz/Reviews/Livestock-Improvement-Corporation-Reviews-E1381867.htm,https://www.glassdoor.co.nz/Benefits/Livestock-Improvement-Corporation-Benefits-E1381867.htm
"Worley
3.6",Senior Project Engineer/Project Manager,Christchurch,New Zealand,"Company : Worley
Primary Location
: NZL-CB-Christchurch
Job
: Project Management
Schedule
: Full-time",$71K - $104K (Glassdoor Est.),"$126,000",10000+ Employees,Energy & Utilities,"Energy, Mining, Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,2.0,3.3,3.2,3.5,3.1,3.5,,,93,,https://www.glassdoor.co.nz/Benefits/Worley-Benefits-E35193.htm
"Xero
4.2",Principal Machine Learning Engineer,Wellington,New Zealand,"Xero is a beautiful, easy-to-use platform that helps small businesses and their accounting and bookkeeping advisors grow and thrive.

At Xero, our purpose is to make life better for people in small business, their advisors, and communities around the world. This purpose sits at the centre of everything we do. We support our people to do the best work of their lives so that they can help small businesses succeed through better tools, information and connections. Because when they succeed they make a difference, and when millions of small businesses are making a difference, the world is a more beautiful place.

About the team

Xero’s Machine Learning solutions operate as evolving products that are owned in cross functional pods made up of Applications engineers, Applied scientists, Data and Platform engineers. Our teams have been largely geographically co-located, however in today’s world of remote working we are now open to remote working. Our teams remain connected to the global guilds of their specific discipline to leverage and share practices and tools. We are evolving and maturing constantly!",$71K - $104K (Glassdoor Est.),"$115,378",1001 to 5000 Employees,Computer Hardware Development,Information Technology,$100 to $500 million (USD),4.2,87 %,92 %,4.0,3.9,3.8,4.5,3.8,4.6,,,93,https://www.glassdoor.co.nz/Reviews/Xero-Reviews-E318448.htm,https://www.glassdoor.co.nz/Benefits/Xero-Benefits-E318448.htm
Science New Zealand,Wood & Energy System Analyst - Scion,Rotorua,New Zealand,"Be a part of cutting edge science, in a multidisciplinary, innovative research setting
Rotorua based, central location, enjoy an excellent lifestyle balance
Contribute your bioprocess engineering expertise to support Scion's science research
Scion specialises in research, science and technology development for the forestry industry, wood products and wood-derived materials. We lead new technology development for renewables, bioproducts and energy and the establishment of a broader based bio-economy.
You will be part of a team that is an integral part in delivering and developing techno-economic modelling of wood processing, bioenergy and forestry systems which play a key part Scion's strategy
Reporting to the Process Development Team Lead within our Materials, Engineering & Manufacturing group, you will:",$71K - $104K (Glassdoor Est.),"$103,899",1001 to 5000 Employees,,,,,,,,,,,,,,,93,,
Science New Zealand,Resource Economist - Scion,Christchurch,New Zealand,"RESOURCE ECONOMIST
Full-time - 40 hours per week | 1 year fixed term position
Based in Christchurch or Rotorua

Who are we?
Scion specialises in research, science and technology development for the forestry industry, wood products and wood-derived materials. We lead new technology development for renewables, bioproducts and energy and the establishment of a broader-based bioeconomy.",$71K - $104K (Glassdoor Est.),"$65,192",1001 to 5000 Employees,,,,,,,,,,,,,,,93,,
"Parrot Analytics
4.1",Senior API Developer | Java,Remote,New Zealand,"We are on a mission to connect creators and consumers around the world. We believe in the magic of content and the impact it has on peoples life.
At Parrot Analytics, we deliver the world’s leading content demand analytics built on the largest demand database to bring the science to the art of content. Rapidly establishing itself as one of the most innovative companies in Hollywood, our products are helping drive a new era in the entertainment industry as we are empowering our clients to make the most powerful data-driven decisions every day.

We are a data science company that empowers media companies, brands and agencies (think Google, Amazon, Facebook, Disney, HBO, Netflix, Lego, Apple) to understand global audience demand for content. Wielding the world’s largest audience behaviour data sets, we have developed the world’s only global cross-platform, country-specific Content Demand Measurement System.",$71K - $104K (Glassdoor Est.),,1 to 50 Employees,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.1,78 %,100 %,,3.7,3.9,4.0,3.8,3.6,,,93,,
"AECOM
3.8",Principal Mechanical Engineer,Wellington,New Zealand,"At AECOM, we’re delivering a better world.

We believe infrastructure creates opportunity for everyone. Whether it’s improving your commute, keeping the lights on, providing access to clean water or transforming skylines, our work helps people and communities thrive. Our clients trust us to bring together the best people, ideas, technical expertise and digital solutions to our work in transportation, buildings, water, the environment and new energy. We’re one global team – 47,000 strong – driven by a common purpose to deliver a better world.

The Opportunity

AECOM is growing and we are looking for a solutions focussed Principal Mechanical Engineer to join our established Building Services team. In this role, you will provide specialist mechanical design solutions and offer expert technical advice to our clients on a diverse range of projects such as Data Centres, Commercial, Residential, Defence and Healthcare.

As a technical expert, you will assist in the development of proposals to support new opportunities and provide coaching and mentoring to junior engineers. This role is ideal for a senior mechanical engineer who thrives on working in a fast-paced environment and enjoys delivering creative and innovative solutions.

You will be working alongside driven professionals across various end-markets who are passionate, smart, creative, curious and quirky who are proud to be part of a company that is dedicated to delivering a better world.

Minimum Requirements

+ Tertiary engineering qualification i.e. Mechanical Engineering

+ 10+ years of solid mechanical engineering experience, ideally in a consulting environment

+ Knowledge of design and analysis of mechanical piping and distribution systems including equipment selections

+ Familiar with HVAC and building codes and standards

+ Experience working across a variety of market sectors i.e. industrial, commercial, healthcare, education etc.

+ Knowledge of Revit would be beneficial

Preferred Qualifications

+ Chartered Engineer

What We Offer

We will give you the flexibility you need to do your best work with hybrid work options. Whether you’re working from an AECOM office, remote location or at a client site, you will be working in a dynamic environment where your integrity, entrepreneurial spirit and pioneering mindset are championed. You will help us foster a culture of equity, diversity and inclusion – a safe and respectful workplace, where we invite everyone to bring their whole selves to work using their unique talents, backgrounds and expertise to create transformational outcomes for our clients. We will encourage you to grow and develop your career with us through our technical and professional development programs and diverse career opportunities. We believe in leadership at all levels. No matter where you sit in the organization you can make a lasting impact on the projects you work on, the teams and committees you join and our business. We offer competitive pay and benefits, well-being programs to support you and your family, and the development resources you need to advance your career. When you join us, you will connect and collaborate with a global network of experts – planners, designers, engineers, scientists, consultants, program and construction managers – leading the change toward a more sustainable and equitable future. Join us and let’s get started. As an Equal Opportunity Employer, we believe in each person’s potential, and we’ll help you reach yours.",$71K - $104K (Glassdoor Est.),,10000+ Employees,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$10+ billion (USD),3.8,74 %,83 %,3.6,3.7,3.4,3.6,3.3,3.5,,,93,,https://www.glassdoor.co.nz/Benefits/AECOM-Benefits-E5632.htm
"AECOM
3.8",2023 Graduate Geotechnical Engineer,Hamilton,New Zealand,"At AECOM, we’re delivering a better world._

_We believe infrastructure creates opportunity for everyone. Whether it’s improving your commute, keeping the lights on, providing access to clean water or transforming skylines, our work helps people and communities thrive. Our clients trust us to bring together the best people, ideas, technical expertise and digital solutions to our work in transportation, buildings, water, the environment and new energy. We’re one global team – 47,000 strong – driven by a common purpose to deliver a better world._

Ideas have no borders and this ethos is embedded in our culture. Graduates – with their fresh thinking and passion for reimagining what’s possible – are critical to our success. As a graduate, you will have the chance to work alongside like-minded professionals and industry leaders on iconic projects that help shape and connect our cities and communities.

The Role:
The team provides services ranging from project management, feasibility studies, detailed design, contract administration and construction supervision for geotechnical works. They support internal and external clients on a wide variety of projects, but predominantly in road, rail, airports, ports and harbours, flood alleviation, commercial and industrial developments, landslip investigation and remediation.


Minimum Requirements

Preferred Qualifications

Our Graduate Program

Our Growing Professional Skills (GPS) graduate program is designed to help you bridge the gap between formal education and the workplace. The program is spread across two years, drawing on a range of personal development activities, exposure to other graduates and business leaders, and a range of topics designed to grow your business and professional skills, so you become Business Ready.

Along with local site visits, technical seminars, and internal and external training, AECOM connects you with local and global teams to source knowledge and experience, which creates an invaluable network that helps you learn, grow, and develop your professional skills.

As an added incentive, your involvement in the GPS program is fully endorsed for those seeking Professional accreditation. If you decide to do additional studies, we will help you examine your options and identify areas of specialisation to support you in your career.

Click here to find out more about our graduate program

What We Offer

We will give you the flexibility you need to do your best work with hybrid work options. Whether you’re working from an AECOM office, remote location or at a client site, you will be working in a dynamic environment where your integrity, entrepreneurial spirit and pioneering mindset are championed.

You will help us foster a culture of equity, diversity and inclusion – a safe and respectful workplace, where we invite everyone to bring their whole selves to work using their unique talents, backgrounds and expertise to create transformational outcomes for our clients.

We will encourage you to grow and develop your career with us through our technical and professional development programs and diverse career opportunities. We believe in leadership at all levels. No matter where you sit in the organization you can make a lasting impact on the projects you work on, the teams and committees you join and our business.

We offer competitive pay and benefits, well-being programs to support you and your family, and the development resources you need to advance your career.

When you join us, you will connect and collaborate with a global network of experts – planners, designers, engineers, scientists, consultants, program and construction managers – leading the change toward a more sustainable and equitable future. Join us and let’s get started.

As an Equal Opportunity Employer, we believe in each person’s potential, and we’ll help you reach yours.",$71K - $104K (Glassdoor Est.),"$95,626",10000+ Employees,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$10+ billion (USD),3.8,74 %,83 %,3.6,3.7,3.4,3.6,3.3,3.5,,,93,https://www.glassdoor.co.nz/Reviews/AECOM-Reviews-E5632.htm,https://www.glassdoor.co.nz/Benefits/AECOM-Benefits-E5632.htm
"Hawke's Bay Regional Council
3.6",Resource Analyst (Environmental Information)- Fixed term,Napier,New Zealand,"About the Opportunity:
We are looking for a Resource Analyst to join the Environmental Information Data Management team on a 12-month fixed-term contract, due to an internal secondment. This team is responsible for ensuring the Councils’ environmental data is accurate, quality coded and readily available for use by scientists and public.
The Resource Analyst position sits within a team of six analysts across a variety of disciplines within the environmental data field. The main focus of the Resource Analyst is to ensure data gathered (by technicians and sensors) is accurate, and processes are improved enabling efficiencies, and reducing manual processing where possible.
The specific data collected is used internally within the Council, and underpins the planning and completion of scientific, management and technical projects to support Council decisions and fulfil obligations. The data is also used externally for national reporting and research, and for monitoring the state and effects in local waterbodies.",$71K - $104K (Glassdoor Est.),"$59,573",201 to 500 Employees,,,,3.6,100 %,N/A,,5.0,4.5,5.0,4.0,5.0,,,93,https://www.glassdoor.co.nz/Reviews/Hawke-s-Bay-Regional-Council-Reviews-E3719069.htm,
"Stantec
3.9",Senior/Principal/Tech Director Geotechnical Engineer,Auckland,New Zealand,"20591BR
Requisition Number:
20591BR
Description:
Auckland location
Communities are fundamental. Whether around the corner or across the globe, they provide a foundation, a sense of place and of belonging. That's why at Stantec, we always design with community in mind .
We care about the communities we serve—because they're our communities too. We're designers, engineers, scientists, and project managers, innovating together at the intersection of community, creativity, and client relationships. Balancing these priorities results in projects that advance the quality of life in communities across the globe.",$71K - $104K (Glassdoor Est.),"$86,110",10000+ Employees,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$2 to $5 billion (USD),3.9,77 %,87 %,3.3,3.7,3.5,3.9,3.5,3.7,,,93,https://www.glassdoor.co.nz/Reviews/Stantec-Reviews-E21416.htm,https://www.glassdoor.co.nz/Benefits/Stantec-Benefits-E21416.htm
"Datacom
3.7",Data Senior Consultants,Christchurch,New Zealand,"Our purpose
Here at Datacom we connect people and technology in order to solve challenges, create opportunities and discover new possibilities for the communities we live in.
Our team
The Data and Analytics team are a progressive group of diverse and creative individuals with a deep love for all things data related. They build platforms and solutions that are leading edge and at the forefront of the technology curve. A close knit and fun team embedded within our rapidly growing Professional Services division, and part of the wider Datacom ecosystem.
About Datacom
We have over 6,200 people across our global offices, and generate an annual revenue of over $1.2 billion, this makes us one of Australasia’s largest professional IT services companies. We have extensive expertise in operating data centres, providing IT services, software engineering and application management, as well as payroll and customer service design and operations. With this comes a long list of significant clients. Datacom is committed to hiring, developing and promoting the best talent from a diverse range of backgrounds. We are local at heart, yet world-class in capability.
About the Role
We’re looking for Senior Data Engineers to join our growing analytics team and work on a broad range of customer projects with one common denominator – data. You’ll be working closely with our software developers, data scientists, DW engineers and data storytellers and will be responsible for creating and maintaining data architectures that enables data driven insights and innovation for our customers. In short, you’ll be building modern data platforms and get to work with cutting edge data technologies in an Agile and fast paced environment.
What you’ll do
Technical skills
Required Skills and Qualification
Helpful Knowledge
If you are interested in learning more or this sounds like you, just click apply now!",$71K - $104K (Glassdoor Est.),"$89,722",1 to 50 Employees,,,,3.7,53 %,73 %,3.0,3.4,2.9,3.3,3.4,3.7,,,93,,https://www.glassdoor.co.nz/Benefits/DataCom-Benefits-E1321219.htm
"Douglas Pharmaceuticals
3.8",Computerised System Validation Engineer (12 month fixed term),Auckland,New Zealand,"The role
We are looking for a CSV Engineer to undertake validation activities that underpin and support the core growth pillars of the Douglas organisation.
The role will drive and facilitate the continued improvement of CSV/CSA & Data Integrity governance and its effective implementation; provide technical subject matter expertise to the Digital Team to ensure ongoing compliance with GMP regulations and industry guidelines; acting in an advisory role relating to Computerised Systems Lifecycle and Data Integrity.
The role is also responsible for the generation, execution, and review some of technical activities relating to the Digital Team programme.
You will be/have",$71K - $104K (Glassdoor Est.),"$59,865",201 to 500 Employees,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$25 to $50 million (USD),3.8,70 %,95 %,3.0,3.6,3.5,3.7,2.9,3.6,,,93,https://www.glassdoor.co.nz/Reviews/Douglas-Pharmaceuticals-Reviews-E675167.htm,https://www.glassdoor.co.nz/Benefits/Douglas-Pharmaceuticals-Benefits-E675167.htm
"Worley
3.6",Project Manager / Senior Project Engineer,Hawke's Bay,New Zealand,"Company : Worley
Primary Location
: NZL-Hawke's Bay
Job
: Project Management
Schedule
: Full-time",$71K - $104K (Glassdoor Est.),,10000+ Employees,Energy & Utilities,"Energy, Mining, Utilities",$5 to $10 billion (USD),3.6,72 %,82 %,2.0,3.3,3.2,3.5,3.1,3.5,,,93,,https://www.glassdoor.co.nz/Benefits/Worley-Benefits-E35193.htm
"EY
3.9",Cloud Architect,Auckland,New Zealand,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

The opportunity

EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors.
We implement information-driven strategies and systems that help grow, optimize and protect client organizations.",$71K - $104K (Glassdoor Est.),,Unknown,,,,,,,,,,,,,,,93,,
